GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
Shaanxi-EP_Coal_600_DRY-ep-2255,2014,660,1
Shaanxi-EP_Coal_600_DRY-ep-2256,2013,660,1
Shaanxi-EP_Coal_600_DRY-ep-2257,2009,630,1
Shaanxi-EP_Coal_600_DRY-ep-2258,2009,630,1
Shaanxi-EP_Coal_600_DRY-ep-2259,2008,600,1
Shaanxi-EP_Coal_600_DRY-ep-2260,2007,600,1
Shaanxi-EP_Coal_600_DRY-ep-2261,2007,600,1
Shaanxi-EP_Coal_600_DRY-ep-2262,2006,600,1
Shaanxi-EP_Coal_600_DRY-ep-2263,2008,600,1
Shaanxi-EP_Coal_600_DRY-ep-2264,2008,600,1
Shaanxi-EP_Coal_600_RC-ep-2265,2005,600,1
Shaanxi-EP_Coal_600_RC-ep-2266,2005,600,1
Shaanxi-EP_Coal_600_DRY-ep-2267,2008,600,1
Shaanxi-EP_Coal_600_DRY-ep-2268,2008,600,1
Shaanxi-EP_Coal_600_DRY-ep-2269,2007,600,1
Shaanxi-EP_Coal_600_DRY-ep-2270,2007,600,1
Shaanxi-Coal_Small_RC-ep-2271,1990,547.5,1
Shaanxi-EP_Coal_300_DRY-ep-2272,2015,350,1
Shaanxi-EP_Coal_300_DRY-ep-2273,2015,350,1
Shaanxi-EP_Coal_300_DRY-ep-2274,2015,330,1
Shaanxi-EP_Coal_300_DRY-ep-2275,2015,330,1
Shaanxi-EP_Coal_300_RC-ep-2276,2009,330,1
Shaanxi-EP_Coal_300_RC-ep-2277,2009,330,1
Shaanxi-EP_Coal_300_RC-ep-2278,2003,330,1
Shaanxi-EP_Coal_300_RC-ep-2279,2002,330,1
Shaanxi-EP_Coal_300_RC-ep-2280,1998,330,1
Shaanxi-EP_Coal_300_RC-ep-2281,1996,330,1
Shaanxi-EP_Coal_300_RC-ep-2282,2015,330,1
Shaanxi-EP_Coal_300_RC-ep-2283,2007,330,1
Shaanxi-EP_Coal_300_DRY-ep-2284,2008,300,1
Shaanxi-EP_Coal_300_DRY-ep-2285,2008,300,1
Shaanxi-EP_Coal_300_DRY-ep-2286,2010,300,1
Shaanxi-EP_Coal_300_DRY-ep-2287,2010,300,1
Shaanxi-EP_Coal_300_RC-ep-2288,2008,300,1
Shaanxi-EP_Coal_300_RC-ep-2289,2008,300,1
Shaanxi-EP_Coal_300_RC-ep-2290,2005,300,1
Shaanxi-EP_Coal_300_RC-ep-2291,2005,300,1
Shaanxi-EP_Coal_300_RC-ep-2292,2009,300,1
Shaanxi-EP_Coal_300_RC-ep-2293,2009,300,1
Shaanxi-EP_Coal_300_RC-ep-2294,2001,300,1
Shaanxi-EP_Coal_300_RC-ep-2295,2000,300,1
Shaanxi-EP_Coal_300_RC-ep-2296,1999,300,1
Shaanxi-EP_Coal_300_RC-ep-2297,1998,300,1
Shaanxi-EP_Coal_300_RC-ep-2298,1996,300,1
Shaanxi-EP_Coal_300_RC-ep-2299,1995,300,1
Shaanxi-EP_Coal_300_RC-ep-2300,1992,300,1
Shaanxi-EP_Coal_300_RC-ep-2301,1991,300,1
Shaanxi-Coal_Small_RC-ep-2302,1990,262,1
Shaanxi-Coal_100_DRY-ep-2303,2010,200,1
Shaanxi-Coal_100_DRY-ep-2304,2010,200,1
Shaanxi-Coal_100_DRY-ep-2305,2015,200,1
Shaanxi-Coal_100_DRY-ep-2306,2015,200,1
Shaanxi-Coal_100_DRY-ep-2307,2015,150,1
Shaanxi-Coal_100_RC-ep-2308,2005,135,1
Shaanxi-Coal_100_RC-ep-2309,2004,135,1
Shaanxi-Coal_100_RC-ep-2310,1999,110,1
Shaanxi-Coal_100_RC-ep-2311,2000,110,1
Shaanxi-Coal_100_RC-ep-2312,1990,110,1
Shaanxi-Coal_100_RC-ep-2313,1990,100,1
Shaanxi-Coal_100_RC-ep-2314,2003,100,1
Shaanxi-Coal_100_RC-ep-2315,2002,100,1
Shaanxi-Coal_100_DRY-ep-2316,2015,100,1
Shaanxi-Coal_100_DRY-ep-2317,2015,100,1
Shaanxi-Coal_Small_DRY-ep-2318,1990,50,1
Shaanxi-Coal_Small_DRY-ep-2319,1990,50,1
Gansu-EP_Coal_600_DRY-ep-2320,2010,660,1
Gansu-EP_Coal_600_DRY-ep-2321,2009,660,1
Gansu-EP_Coal_600_DRY-ep-2322,2010,600,1
Gansu-EP_Coal_600_DRY-ep-2323,2010,600,1
Gansu-EP_Coal_600_DRY-ep-2324,2010,600,1
Gansu-EP_Coal_600_DRY-ep-2325,2010,600,1
Gansu-EP_Coal_300_DRY-ep-2326,2015,350,1
Gansu-EP_Coal_300_DRY-ep-2327,2015,350,1
Gansu-EP_Coal_300_DRY-ep-2328,2014,350,1
Gansu-EP_Coal_300_DRY-ep-2329,2014,350,1
Gansu-EP_Coal_300_DRY-ep-2330,2014,350,1
Gansu-EP_Coal_300_DRY-ep-2331,2014,350,1
Gansu-EP_Coal_300_DRY-ep-2332,2014,350,1
Gansu-EP_Coal_300_DRY-ep-2333,2014,350,1
Gansu-Coal_Small_RC-ep-2334,1990,332,1
Gansu-EP_Coal_300_RC-ep-2335,2005,330,1
Gansu-EP_Coal_300_RC-ep-2336,2004,330,1
Gansu-EP_Coal_300_RC-ep-2337,2009,330,1
Gansu-EP_Coal_300_RC-ep-2338,2009,330,1
Gansu-EP_Coal_300_RC-ep-2339,2011,330,1
Gansu-EP_Coal_300_RC-ep-2340,2011,330,1
Gansu-EP_Coal_300_RC-ep-2341,2007,330,1
Gansu-EP_Coal_300_RC-ep-2342,2006,330,1
Gansu-EP_Coal_300_RC-ep-2343,2003,330,1
Gansu-EP_Coal_300_DRY-ep-2344,2007,330,1
Gansu-EP_Coal_300_DRY-ep-2345,2007,330,1
Gansu-EP_Coal_300_DRY-ep-2346,2014,330,1
Gansu-EP_Coal_300_DRY-ep-2347,2013,330,1
Gansu-EP_Coal_300_DRY-ep-2348,2009,330,1
Gansu-EP_Coal_300_DRY-ep-2349,2009,330,1
Gansu-EP_Coal_300_DRY-ep-2350,2011,330,1
Gansu-EP_Coal_300_DRY-ep-2351,2011,330,1
Gansu-EP_Coal_300_RC-ep-2352,2003,325,1
Gansu-EP_Coal_300_RC-ep-2353,2001,325,1
Gansu-EP_Coal_300_RC-ep-2354,2000,325,1
Gansu-EP_Coal_300_RC-ep-2355,2006,325,1
Gansu-EP_Coal_300_RC-ep-2356,2005,325,1
Gansu-EP_Coal_300_RC-ep-2357,1996,320,1
Gansu-EP_Coal_300_RC-ep-2358,1995,320,1
Gansu-EP_Coal_300_DRY-ep-2359,2008,300,1
Gansu-EP_Coal_300_DRY-ep-2360,2008,300,1
Gansu-EP_Coal_300_DRY-ep-2361,2008,300,1
Gansu-EP_Coal_300_RC-ep-2362,2008,300,1
Gansu-EP_Coal_300_RC-ep-2363,2007,300,1
Gansu-Coal_100_RC-ep-2364,1992,220,1
Gansu-Coal_100_RC-ep-2365,1992,220,1
Gansu-Coal_100_RC-ep-2366,1990,220,1
Gansu-Coal_100_RC-ep-2367,1991,220,1
Gansu-Coal_100_RC-ep-2368,1998,165,1
Gansu-Coal_100_RC-ep-2369,1999,165,1
Gansu-Coal_100_RC-ep-2370,2008,150,1
Gansu-Coal_100_RC-ep-2371,2008,150,1
Gansu-Coal_100_DRY-ep-2372,2007,145,1
Gansu-Coal_100_DRY-ep-2373,2006,145,1
Gansu-Coal_100_RC-ep-2374,2003,125,1
Gansu-Coal_100_RC-ep-2375,2003,125,1
Gansu-Coal_Small_RC-ep-2376,1990,112,1
Gansu-Coal_100_RC-ep-2377,1990,110,1
Gansu-Coal_100_RC-ep-2378,1989,110,1
Gansu-Coal_Small_RC-ep-2379,1990,100,1
Qinghai-EP_Coal_600_DRY-ep-2381,2015,600,1
Qinghai-EP_Coal_300_DRY-ep-2382,2015,350,1
Qinghai-EP_Coal_300_RC-ep-2383,2006,300,1
Qinghai-EP_Coal_300_RC-ep-2384,2006,300,1
Qinghai-Coal_Small_RC-ep-2385,1990,217.5,1
Qinghai-Coal_100_RC-ep-2386,2011,135,1
Qinghai-Coal_100_RC-ep-2387,2011,135,1
Qinghai-Coal_100_RC-ep-2388,2008,135,1
Qinghai-Coal_100_RC-ep-2389,2007,135,1
Qinghai-Coal_100_RC-ep-2390,2003,125,1
Qinghai-Coal_100_RC-ep-2391,2000,125,1
Qinghai-Coal_100_RC-ep-2392,1999,125,1
Qinghai-Coal_100_RC-ep-2393,1996,125,1
Qinghai-Coal_100_RC-ep-2394,1995,125,1
Qinghai-Coal_Small_RC-ep-2395,1990,100,1
Qinghai-Coal_Small_RC-ep-2396,1990,49,1
Qinghai-Coal_Small_RC-ep-2397,1990,30,1
Ningxia-Coal_Small_RC-ep-2398,1990,1175.5,1
Ningxia-EP_Coal_1000_DRY-ep-2399,2011,1000,1
Ningxia-EP_Coal_1000_DRY-ep-2400,2010,1000,1
Ningxia-EP_Coal_600_DRY-ep-2401,2011,660,1
Ningxia-EP_Coal_600_DRY-ep-2402,2011,660,1
Ningxia-EP_Coal_600_DRY-ep-2403,2011,660,1
Ningxia-EP_Coal_600_DRY-ep-2404,2010,660,1
Ningxia-EP_Coal_600_DRY-ep-2405,2007,600,1
Ningxia-EP_Coal_600_DRY-ep-2406,2007,600,1
Ningxia-EP_Coal_600_DRY-ep-2407,2009,600,1
Ningxia-EP_Coal_600_DRY-ep-2408,2009,600,1
Ningxia-EP_Coal_300_DRY-ep-2409,2011,350,1
Ningxia-EP_Coal_300_DRY-ep-2410,2011,350,1
Ningxia-EP_Coal_300_DRY-ep-2411,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2412,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2413,2013,330,1
Ningxia-EP_Coal_300_DRY-ep-2414,2013,330,1
Ningxia-EP_Coal_300_RC-ep-2415,2006,330,1
Ningxia-EP_Coal_300_RC-ep-2416,2006,330,1
Ningxia-EP_Coal_300_RC-ep-2417,2004,330,1
Ningxia-EP_Coal_300_RC-ep-2418,2003,330,1
Ningxia-EP_Coal_300_RC-ep-2419,2003,330,1
Ningxia-EP_Coal_300_RC-ep-2420,2002,330,1
Ningxia-EP_Coal_300_RC-ep-2421,2006,330,1
Ningxia-EP_Coal_300_RC-ep-2422,2006,330,1
Ningxia-EP_Coal_300_RC-ep-2423,1992,330,1
Ningxia-EP_Coal_300_RC-ep-2424,1991,330,1
Ningxia-EP_Coal_300_RC-ep-2425,2005,330,1
Ningxia-EP_Coal_300_RC-ep-2426,2005,330,1
Ningxia-EP_Coal_300_DRY-ep-2427,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2428,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2429,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2430,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2431,2010,330,1
Ningxia-EP_Coal_300_DRY-ep-2432,2010,330,1
Ningxia-EP_Coal_300_RC-ep-2433,1997,300,1
Ningxia-EP_Coal_300_RC-ep-2434,1997,300,1
Ningxia-Coal_100_RC-ep-2435,2008,200,1
Ningxia-Coal_100_RC-ep-2436,2008,200,1
Ningxia-EP_Gas_CCGT_RC-ep-2437,2014,180,1
Ningxia-EP_Gas_CCGT_RC-ep-2438,2014,180,1
Ningxia-Coal_100_RC-ep-2439,2006,150,1
Ningxia-Coal_100_RC-ep-2440,2006,150,1
Ningxia-Coal_Small_RC-ep-2441,1990,150,1
Ningxia-Coal_100_RC-ep-2442,1990,142,1
Ningxia-Coal_100_RC-ep-2443,2006,135,1
Ningxia-Coal_100_RC-ep-2444,2005,135,1
Ningxia-Coal_100_RC-ep-2445,1990,120,1
Ningxia-Coal_100_RC-ep-2446,1990,120,1
Ningxia-EP_Gas_CCGT_RC-ep-2447,2014,100,1
Ningxia-EP_Gas_CCGT_RC-ep-2448,2014,100,1
Xinjiang-EP_Coal_1000_DRY-ep-2449,2014,1100,1
Xinjiang-EP_Coal_1000_DRY-ep-2450,2014,1100,1
Xinjiang-Coal_Small_RC-ep-2451,1990,764,1
Xinjiang-Coal_Small_RC-ep-2452,1990,680,1
Xinjiang-EP_Coal_600_DRY-ep-2453,2014,660,1
Xinjiang-EP_Coal_600_DRY-ep-2454,2014,660,1
Xinjiang-EP_Coal_600_DRY-ep-2455,2014,660,1
Xinjiang-EP_Coal_600_DRY-ep-2456,2014,660,1
Xinjiang-EP_Coal_600_DRY-ep-2457,2015,660,1
Xinjiang-EP_Coal_600_DRY-ep-2458,2014,660,1
Xinjiang-EP_Coal_600_DRY-ep-2459,2015,660,1
Xinjiang-EP_Coal_600_DRY-ep-2460,1990,660,1
Xinjiang-EP_Coal_300_DRY-ep-2461,2015,360,1
Xinjiang-EP_Coal_300_DRY-ep-2462,2014,360,1
Xinjiang-EP_Coal_300_DRY-ep-2463,2015,360,1
Xinjiang-EP_Coal_300_DRY-ep-2464,2013,360,1
Xinjiang-EP_Coal_300_RC-ep-2465,2011,360,1
Xinjiang-EP_Coal_300_RC-ep-2466,2011,360,1
Xinjiang-EP_Coal_300_RC-ep-2467,2011,360,1
Xinjiang-EP_Coal_300_RC-ep-2468,2011,360,1
Xinjiang-EP_Coal_300_DRY-ep-2469,1990,360,1
Xinjiang-EP_Coal_300_DRY-ep-2470,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2471,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2472,2012,350,1
Xinjiang-EP_Coal_300_DRY-ep-2473,2012,350,1
Xinjiang-EP_Coal_300_DRY-ep-2474,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2475,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2476,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2477,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2478,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2479,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2480,1990,350,1
Xinjiang-EP_Coal_300_DRY-ep-2481,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2482,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2483,2015,350,1
Xinjiang-EP_Coal_300_DRY-ep-2484,1990,350,1
Xinjiang-EP_Coal_300_DRY-ep-2485,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2486,2013,350,1
Xinjiang-EP_Coal_300_DRY-ep-2487,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2488,2014,350,1
Xinjiang-EP_Coal_300_DRY-ep-2489,2015,330,1
Xinjiang-EP_Coal_300_DRY-ep-2490,2013,330,1
Xinjiang-EP_Coal_300_DRY-ep-2491,2012,330,1
Xinjiang-EP_Coal_300_DRY-ep-2492,2010,330,1
Xinjiang-EP_Coal_300_DRY-ep-2493,2011,330,1
Xinjiang-EP_Coal_300_DRY-ep-2494,2014,330,1
Xinjiang-EP_Coal_300_DRY-ep-2495,2013,330,1
Xinjiang-EP_Coal_300_RC-ep-2496,2009,330,1
Xinjiang-EP_Coal_300_RC-ep-2497,2009,330,1
Xinjiang-EP_Coal_300_DRY-ep-2498,2011,330,1
Xinjiang-EP_Coal_300_DRY-ep-2499,2011,330,1
Xinjiang-EP_Coal_300_DRY-ep-2500,2015,330,1
Xinjiang-EP_Coal_300_DRY-ep-2501,2014,330,1
Xinjiang-EP_Coal_300_DRY-ep-2502,2011,330,1
Xinjiang-EP_Coal_300_DRY-ep-2503,2010,330,1
Xinjiang-EP_Coal_300_DRY-ep-2504,2013,330,1
Xinjiang-EP_Coal_300_DRY-ep-2505,2012,330,1
Xinjiang-EP_Coal_300_DRY-ep-2506,2011,300,1
Xinjiang-EP_Coal_300_DRY-ep-2507,2011,300,1
Xinjiang-EP_Coal_300_DRY-ep-2508,2013,300,1
Xinjiang-EP_Coal_300_DRY-ep-2509,2012,300,1
Xinjiang-EP_Coal_300_DRY-ep-2510,2013,300,1
Xinjiang-EP_Coal_300_DRY-ep-2511,2013,300,1
Xinjiang-EP_Coal_300_RC-ep-2512,2008,300,1
Xinjiang-EP_Coal_300_RC-ep-2513,2008,300,1
Xinjiang-EP_Coal_300_DRY-ep-2514,2012,300,1
Xinjiang-EP_Coal_300_DRY-ep-2515,2012,300,1
Xinjiang-EP_Coal_300_DRY-ep-2516,2010,300,1
Xinjiang-EP_Coal_300_DRY-ep-2517,2010,300,1
Xinjiang-Coal_Small_RC-ep-2518,1990,264,1
Xinjiang-Coal_Small_RC-ep-2519,1990,255,1
Xinjiang-Coal_Small_DRY-ep-2520,1990,240,1
Xinjiang-Coal_100_RC-ep-2521,2003,200,1
Xinjiang-Coal_100_RC-ep-2522,2003,200,1
Xinjiang-Coal_100_RC-ep-2523,2001,200,1
Xinjiang-Coal_100_RC-ep-2524,2000,200,1
Xinjiang-Coal_100_RC-ep-2525,2011,200,1
Xinjiang-Coal_100_RC-ep-2526,2011,200,1
Xinjiang-Coal_100_RC-ep-2527,2008,150,1
Xinjiang-Coal_100_RC-ep-2528,2008,150,1
Xinjiang-Coal_100_DRY-ep-2529,2013,150,1
Xinjiang-Coal_100_DRY-ep-2530,2013,150,1
Xinjiang-Coal_100_DRY-ep-2531,2012,150,1
Xinjiang-Coal_100_DRY-ep-2532,2012,150,1
Xinjiang-Coal_100_DRY-ep-2533,2012,150,1
Xinjiang-Coal_100_DRY-ep-2534,2012,150,1
Xinjiang-Coal_100_DRY-ep-2535,2012,150,1
Xinjiang-Coal_100_DRY-ep-2536,2012,150,1
Xinjiang-Coal_100_RC-ep-2537,2006,135,1
Xinjiang-Coal_100_RC-ep-2538,2006,135,1
Xinjiang-Coal_100_RC-ep-2539,2004,135,1
Xinjiang-Coal_100_RC-ep-2540,2003,135,1
Xinjiang-Coal_100_RC-ep-2541,2015,135,1
Xinjiang-Coal_100_RC-ep-2542,2014,135,1
Xinjiang-Coal_100_RC-ep-2543,2015,135,1
Xinjiang-Coal_100_RC-ep-2544,2015,135,1
Xinjiang-Coal_100_RC-ep-2545,2010,135,1
Xinjiang-Coal_100_RC-ep-2546,2010,135,1
Xinjiang-Coal_100_RC-ep-2547,2009,135,1
Xinjiang-Coal_100_RC-ep-2548,2009,135,1
Xinjiang-Coal_100_RC-ep-2549,2006,135,1
Xinjiang-Coal_100_RC-ep-2550,2007,135,1
Xinjiang-Coal_100_RC-ep-2551,2007,135,1
Xinjiang-Coal_100_RC-ep-2552,2008,135,1
Xinjiang-Coal_100_RC-ep-2553,2010,135,1
Xinjiang-Coal_100_RC-ep-2554,2010,135,1
Xinjiang-Coal_100_RC-ep-2555,1990,135,1
Xinjiang-Coal_100_RC-ep-2556,1990,135,1
Xinjiang-Coal_100_RC-ep-2557,2006,135,1
Xinjiang-Coal_100_RC-ep-2558,2006,135,1
Xinjiang-Coal_100_RC-ep-2559,2015,135,1
Xinjiang-Coal_100_RC-ep-2560,2015,135,1
Xinjiang-Coal_100_DRY-ep-2561,2015,135,1
Xinjiang-Coal_100_DRY-ep-2562,2015,135,1
Xinjiang-Coal_100_RC-ep-2563,2007,125,1
Xinjiang-Coal_100_RC-ep-2564,2006,125,1
Xinjiang-Coal_100_RC-ep-2565,2008,125,1
Xinjiang-Coal_100_RC-ep-2566,2007,125,1
Xinjiang-Coal_100_RC-ep-2567,2012,125,1
Xinjiang-Coal_100_RC-ep-2568,2011,125,1
Xinjiang-Coal_100_RC-ep-2569,1990,120,1
Xinjiang-Coal_100_RC-ep-2570,1990,100,1
Xinjiang-Coal_100_RC-ep-2571,1994,100,1
Xinjiang-Coal_100_RC-ep-2572,1994,100,1
Xinjiang-Coal_100_RC-ep-2573,1992,100,1
Xinjiang-Coal_100_RC-ep-2574,1991,100,1
Xinjiang-Coal_100_RC-ep-2575,1989,100,1
Xinjiang-Coal_100_RC-ep-2576,1988,100,1
Xinjiang-Coal_100_RC-ep-2577,2009,100,1
Xinjiang-Coal_100_RC-ep-2578,2008,100,1
Xinjiang-Coal_100_RC-ep-2579,2008,100,1
Xinjiang-EP_Gas_CCGT_RC-ep-2580,1985,63,1
Xinjiang-EP_Gas_CCGT_RC-ep-2581,2000,48,1
Xinjiang-Coal_Small_RC-ep-2582,1990,35,1
Beijing-EP_Gas_CCGT_RC-ep-3001,2017,998,1
Tianjin-EP_Gas_CCGT_RC-ep-3002,2018,350,1
Tianjin-EP_Gas_CCGT_RC-ep-3003,2019,650,1
Hebei-EP_Coal_1000_SEA-ep-3004,2018,1000,1
Hebei-EP_Coal_1000_SEA-ep-3005,2018,1000,1
Hebei-EP_Coal_300_DRY-ep-3006,2019,350,1
Hebei-EP_Coal_300_DRY-ep-3007,2019,350,1
Hebei-EP_Coal_300_RC-ep-3008,2017,350,1
Hebei-EP_Coal_300_RC-ep-3009,2017,350,1
Hebei-EP_Coal_300_RC-ep-3010,2017,350,1
Hebei-EP_Coal_300_RC-ep-3011,2017,350,1
Hebei-EP_Coal_300_RC-ep-3012,2017,350,1
Hebei-EP_Coal_300_RC-ep-3013,2017,350,1
Hebei-EP_Gas_CCGT_RC-ep-3014,2018,800,1
Shanxi-EP_Coal_1000_DRY-ep-3015,2019,1000,1
Shanxi-EP_Coal_1000_DRY-ep-3016,2019,1000,1
Shanxi-EP_Coal_1000_DRY-ep-3017,2018,1000,1
Shanxi-EP_Coal_1000_DRY-ep-3018,2018,1000,1
Shanxi-EP_Coal_300_DRY-ep-3019,2017,350,1
Shanxi-EP_Coal_300_DRY-ep-3020,2017,350,1
Shanxi-EP_Coal_300_DRY-ep-3021,2017,350,1
Shanxi-EP_Coal_600_DRY-ep-3022,2017,660,1
Shanxi-EP_Coal_600_DRY-ep-3023,2017,660,1
Shanxi-EP_Coal_600_DRY-ep-3024,2017,660,1
Shanxi-EP_Coal_600_DRY-ep-3025,2017,660,1
West_Inner_Mongolia-Coal_100_DRY-ep-3026,2017,150,1
West_Inner_Mongolia-Coal_100_DRY-ep-3027,2017,150,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3028,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3029,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3030,2017,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3031,2017,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3032,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3033,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3034,2017,350,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3035,2017,350,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3036,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3037,2017,330,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3038,2017,350,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3039,2017,350,1
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3040,2017,300,1
East_Inner_Mongolia-EP_Coal_300_DRY-ep-3041,2017,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3042,2017,350,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3043,2017,350,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3044,2017,300,1
West_Inner_Mongolia-EP_Coal_300_DRY-ep-3045,2017,300,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-3046,2019,350,1
West_Inner_Mongolia-EP_Coal_300_RC-ep-3047,2019,350,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3048,2018,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3049,2018,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3050,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3051,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3052,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3053,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3054,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3055,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3056,2017,660,1
West_Inner_Mongolia-EP_Coal_600_DRY-ep-3057,2017,660,1
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3058,2016,660,1
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3059,2016,660,1
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3060,2016,660,1
East_Inner_Mongolia-EP_Coal_600_DRY-ep-3061,2016,660,1
Liaoning-EP_Coal_600_RC-ep-3062,2018,660,1
Liaoning-EP_Coal_600_RC-ep-3063,2018,660,1
Liaoning-Nuclear_EP_SEA-ep-3064,2020,2237.6,1
East_Inner_Mongolia-EP_Coal_300_RC-ep-3065,2017,300,1
Shanghai-EP_Gas_CCGT_RC-ep-3066,2016,860,1
Jiangsu-EP_Coal_1000_OT-ep-3067,2016,1000,1
Jiangsu-EP_Coal_1000_OT-ep-3068,2016,1000,1
Jiangsu-EP_Coal_1000_OT-ep-3069,2017,1000,1
Jiangsu-EP_Coal_1000_OT-ep-3070,2017,1000,1
Jiangsu-EP_Coal_1000_RC-ep-3071,2018,1000,1
Jiangsu-EP_Coal_1000_RC-ep-3072,2018,1000,1
Jiangsu-EP_Coal_1000_RC-ep-3073,2016,1000,1
Jiangsu-EP_Coal_1000_SEA-ep-3074,2017,1000,1
Jiangsu-EP_Coal_1000_SEA-ep-3075,2017,1000,1
Jiangsu-EP_Coal_600_OT-ep-3076,2016,660,1
Jiangsu-EP_Coal_600_OT-ep-3077,2016,660,1
Jiangsu-EP_Coal_600_SEA-ep-3078,2016,660,1
Jiangsu-EP_Gas_CCGT_RC-ep-3079,2018,800,1
Jiangsu-EP_Gas_CCGT_RC-ep-3080,2018,800,1
Jiangsu-EP_Gas_CCGT_RC-ep-3081,2016,950,1
Jiangsu-EP_Gas_CCGT_RC-ep-3082,2016,800,1
Jiangsu-EP_Gas_CCGT_RC-ep-3083,2016,800,1
Jiangsu-EP_Gas_CCGT_RC-ep-3084,2016,800,1
Jiangsu-Nuclear_EP_SEA-ep-3085,2020,2252,1
Jiangsu-Nuclear_EP_SEA-ep-3086,2020,2236,1
Zhejiang-EP_Coal_1000_SEA-ep-3087,2016,1000,1
Zhejiang-EP_Coal_1000_SEA-ep-3088,2016,1000,1
Zhejiang-EP_Coal_600_SEA-ep-3089,2016,660,1
Zhejiang-EP_Coal_600_SEA-ep-3090,2016,660,1
Zhejiang-EP_Gas_CCGT_RC-ep-3091,2016,960,1
Zhejiang-Nuclear_EP_SEA-ep-3092,2020,2500,1
Anhui-EP_Coal_1000_OT-ep-3093,2018,1000,1
Anhui-EP_Coal_1000_RC-ep-3094,2017,1000,1
Anhui-EP_Coal_1000_RC-ep-3095,2017,1000,1
Anhui-EP_Coal_1000_RC-ep-3096,2017,1000,1
Anhui-EP_Coal_600_RC-ep-3097,2017,660,1
Anhui-EP_Coal_600_RC-ep-3098,2017,660,1
Anhui-EP_Coal_600_RC-ep-3099,2018,660,1
Anhui-EP_Coal_600_RC-ep-3100,2018,660,1
Fujian-EP_Coal_1000_SEA-ep-3101,2017,1000,1
Fujian-EP_Coal_1000_SEA-ep-3102,2017,1000,1
Fujian-Nuclear_EP_SEA-ep-3103,2020,2178,1
Fujian-Nuclear_EP_SEA-ep-3104,2020,2320,1
Jiangxi-EP_Coal_1000_RC-ep-3105,2018,1000,1
Jiangxi-EP_Coal_1000_RC-ep-3106,2018,1000,1
Jiangxi-EP_Coal_600_RC-ep-3107,2016,600,1
Jiangxi-EP_Coal_600_RC-ep-3108,2016,600,1
Shandong-EP_Coal_1000_SEA-ep-3109,2018,1000,1
Shandong-EP_Coal_1000_SEA-ep-3110,2018,1000,1
Shandong-EP_Coal_1000_SEA-ep-3111,2018,1000,1
