GENERATION_PROJECT,build_year,build_gen_predetermined,gen_can_retire_early
Shandong-EP_Coal_1000_SEA-ep-3112,2018,1000,1
Shandong-EP_Coal_300_RC-ep-3113,2019,350,1
Shandong-EP_Coal_300_RC-ep-3114,2019,350,1
Shandong-EP_Coal_600_RC-ep-3115,2017,660,1
Shandong-EP_Coal_600_SEA-ep-3116,2019,600,1
Shandong-EP_Coal_600_SEA-ep-3117,2019,600,1
Shandong-Nuclear_EP_SEA-ep-3118,2020,2500,1
Henan-EP_Coal_1000_RC-ep-3119,2017,1000,1
Henan-EP_Coal_1000_RC-ep-3120,2018,1000,1
Henan-EP_Coal_1000_RC-ep-3121,2018,1000,1
Henan-EP_Coal_1000_RC-ep-3122,2018,1000,1
Henan-EP_Coal_1000_RC-ep-3123,2018,1000,1
Henan-EP_Coal_300_RC-ep-3124,2017,300,1
Henan-EP_Coal_300_RC-ep-3125,2017,300,1
Henan-EP_Coal_300_RC-ep-3126,2018,350,1
Henan-EP_Coal_300_RC-ep-3127,2018,350,1
Henan-EP_Coal_600_DRY-ep-3128,2018,600,1
Henan-EP_Coal_600_DRY-ep-3129,2018,600,1
Henan-EP_Coal_600_RC-ep-3130,2016,660,1
Henan-EP_Coal_600_RC-ep-3131,2016,660,1
Henan-EP_Coal_600_RC-ep-3132,2016,660,1
Henan-EP_Coal_600_RC-ep-3133,2016,660,1
Henan-EP_Coal_600_RC-ep-3134,2016,660,1
Henan-EP_Coal_600_RC-ep-3135,2016,660,1
Henan-EP_Coal_600_RC-ep-3136,2016,660,1
Henan-EP_Coal_600_RC-ep-3137,2016,660,1
Henan-EP_Coal_600_RC-ep-3138,2018,660,1
Henan-EP_Coal_600_RC-ep-3139,2018,660,1
Henan-EP_Gas_CCGT_RC-ep-3140,2017,600,1
Hubei-EP_Coal_300_RC-ep-3141,2017,350,1
Hunan-EP_Coal_1000_RC-ep-3142,2020,1000,1
Hunan-EP_Coal_1000_RC-ep-3143,2020,1000,1
Hunan-EP_Coal_600_OT-ep-3144,2017,660,1
Hunan-EP_Coal_600_OT-ep-3145,2017,660,1
Hunan-EP_Coal_600_RC-ep-3146,2016,630,1
Hunan-EP_Coal_600_RC-ep-3147,2016,630,1
Guangdong-EP_Coal_600_RC-ep-3148,2016,660,1
Guangdong-EP_Coal_600_RC-ep-3149,2016,660,1
Guangdong-EP_Coal_600_RC-ep-3150,2016,600,1
Guangdong-EP_Coal_600_RC-ep-3151,2016,600,1
Guangdong-EP_Gas_CCGT_RC-ep-3152,2016,920,1
Guangdong-EP_Gas_CCGT_RC-ep-3153,2018,538,1
Guangdong-EP_Gas_CCGT_RC-ep-3154,2019,400,1
Guangdong-Nuclear_EP_SEA-ep-3155,2020,3500,1
Guangdong-Nuclear_EP_SEA-ep-3156,2020,4344,1
Guangdong-EP_Coal_1000_SEA-ep-3157,2018,1000,1
Guangdong-EP_Coal_1000_SEA-ep-3158,2018,1000,1
Guangdong-EP_Coal_1000_SEA-ep-3159,2018,1000,1
Guangdong-EP_Coal_1000_SEA-ep-3160,2018,1000,1
Guangdong-EP_Gas_CCGT_RC-ep-3161,2018,400,1
Guangdong-EP_Gas_CCGT_RC-ep-3162,2018,400,1
Guangdong-EP_Gas_CCGT_RC-ep-3163,2018,800,1
Guangdong-EP_Gas_CCGT_RC-ep-3164,2018,800,1
Guangdong-EP_Gas_CCGT_RC-ep-3165,2018,1380,1
Guangdong-EP_Gas_CCGT_RC-ep-3166,2018,700,1
Guangxi-EP_Coal_1000_SEA-ep-3167,2018,1000,1
Guangxi-EP_Coal_1000_SEA-ep-3168,2018,1000,1
Guangxi-EP_Coal_300_RC-ep-3169,2017,350,1
Guangxi-EP_Coal_300_RC-ep-3170,2017,350,1
Guangxi-EP_Coal_600_SEA-ep-3171,2017,660,1
Guangxi-EP_Coal_600_SEA-ep-3172,2017,660,1
Guangxi-Nuclear_EP_SEA-ep-3173,2020,2375,1
Chongqing-EP_Coal_600_RC-ep-3174,2017,600,1
Chongqing-EP_Coal_600_RC-ep-3175,2017,600,1
Chongqing-EP_Coal_600_RC-ep-3176,2017,660,1
Chongqing-EP_Coal_600_RC-ep-3177,2017,660,1
Sichuan-EP_Coal_300_RC-ep-3178,2017,300,1
Guizhou-EP_Coal_300_RC-ep-3179,2017,350,1
Guizhou-EP_Coal_300_RC-ep-3180,2017,350,1
Guizhou-EP_Coal_600_RC-ep-3181,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3182,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3183,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3184,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3185,2017,660,1
Guizhou-EP_Coal_600_RC-ep-3186,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3187,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3188,2016,660,1
Guizhou-EP_Coal_600_RC-ep-3189,2016,660,1
Shaanxi-EP_Coal_1000_DRY-ep-3190,2018,1000,1
Shaanxi-EP_Coal_1000_DRY-ep-3191,2018,1000,1
Shaanxi-EP_Coal_1000_DRY-ep-3192,2018,1000,1
Shaanxi-EP_Coal_1000_DRY-ep-3193,2018,1000,1
Shaanxi-EP_Coal_600_DRY-ep-3194,2018,660,1
Shaanxi-EP_Coal_600_DRY-ep-3195,2019,660,1
Shaanxi-EP_Coal_600_DRY-ep-3196,2017,660,1
Shaanxi-EP_Coal_600_DRY-ep-3197,2017,660,1
Shaanxi-EP_Coal_600_DRY-ep-3198,2017,660,1
Shaanxi-EP_Coal_600_DRY-ep-3199,2017,660,1
Gansu-EP_Coal_300_DRY-ep-3200,2017,350,1
Gansu-EP_Coal_300_DRY-ep-3201,2017,350,1
Gansu-EP_Coal_300_DRY-ep-3202,2017,350,1
Gansu-EP_Coal_300_DRY-ep-3203,2017,350,1
Qinghai-EP_Coal_600_DRY-ep-3204,2017,660,1
Qinghai-EP_Coal_600_DRY-ep-3205,2017,660,1
Qinghai-EP_Coal_600_DRY-ep-3206,2016,660,1
Ningxia-EP_Coal_300_DRY-ep-3207,2017,350,1
Ningxia-EP_Coal_300_DRY-ep-3208,2017,350,1
Ningxia-EP_Coal_300_DRY-ep-3209,2019,350,1
Ningxia-EP_Coal_300_DRY-ep-3210,2019,350,1
Ningxia-EP_Coal_600_DRY-ep-3211,2018,660,1
Ningxia-EP_Coal_600_DRY-ep-3212,2018,660,1
Ningxia-EP_Coal_600_DRY-ep-3213,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3214,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3215,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3216,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3217,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3218,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3219,2017,660,1
Ningxia-EP_Coal_600_DRY-ep-3220,2017,660,1
Xinjiang-Coal_100_DRY-ep-3221,2017,150,1
Xinjiang-Coal_100_DRY-ep-3222,2017,150,1
Xinjiang-EP_Coal_300_DRY-ep-3223,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3224,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3225,2018,350,1
Xinjiang-EP_Coal_300_DRY-ep-3226,2018,350,1
Xinjiang-EP_Coal_300_DRY-ep-3227,2019,350,1
Xinjiang-EP_Coal_300_DRY-ep-3228,2019,350,1
Xinjiang-EP_Coal_300_DRY-ep-3229,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3230,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3231,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3232,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3233,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3234,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3235,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3236,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3237,2017,330,1
Xinjiang-EP_Coal_300_DRY-ep-3238,2017,330,1
Xinjiang-EP_Coal_300_DRY-ep-3239,2017,330,1
Xinjiang-EP_Coal_300_DRY-ep-3240,2017,350,1
Xinjiang-EP_Coal_300_DRY-ep-3241,2017,350,1
Xinjiang-EP_Coal_600_DRY-ep-3242,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3243,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3244,2019,660,1
Xinjiang-EP_Coal_600_DRY-ep-3245,2019,660,1
Xinjiang-EP_Coal_600_DRY-ep-3246,2018,660,1
Xinjiang-EP_Coal_600_DRY-ep-3247,2018,660,1
Xinjiang-EP_Coal_600_DRY-ep-3248,2019,660,1
Xinjiang-EP_Coal_600_DRY-ep-3249,2019,660,1
Xinjiang-EP_Coal_600_DRY-ep-3250,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3251,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3252,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3253,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3254,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3255,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3256,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3257,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3258,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3259,2019,660,1
Xinjiang-EP_Coal_600_DRY-ep-3260,2017,660,1
Xinjiang-EP_Coal_600_DRY-ep-3261,2019,660,1
Anhui-Hydro_NonPumped-ep-30001,1981,14.35,0
Beijing-Hydro_NonPumped-ep-30002,1981,26.48,0
Chongqing-Hydro_NonPumped-ep-30003,1981,20.79,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30004,1981,0.36,0
Fujian-Hydro_NonPumped-ep-30005,1981,117.79,0
Gansu-Hydro_NonPumped-ep-30006,1981,69.54,0
Guangdong-Hydro_NonPumped-ep-30007,1981,136.35,0
Guangxi-Hydro_NonPumped-ep-30008,1981,92.8,0
Guizhou-Hydro_NonPumped-ep-30009,1981,55.43,0
Hainan-Hydro_NonPumped-ep-30010,1981,13.12,0
Hebei-Hydro_NonPumped-ep-30011,1981,17.32,0
Heilongjiang-Hydro_NonPumped-ep-30012,1981,19.55,0
Henan-Hydro_NonPumped-ep-30013,1981,15.59,0
Hubei-Hydro_NonPumped-ep-30014,1981,161.59,0
Hunan-Hydro_NonPumped-ep-30015,1981,126.21,0
Jiangsu-Hydro_NonPumped-ep-30016,1981,0.74,0
Jiangxi-Hydro_NonPumped-ep-30017,1981,42.32,0
Jilin-Hydro_NonPumped-ep-30018,1981,85.87,0
Liaoning-Hydro_NonPumped-ep-30019,1981,30.19,0
Ningxia-Hydro_NonPumped-ep-30020,1981,7.67,0
Qinghai-Hydro_NonPumped-ep-30021,1981,65.83,0
Shaanxi-Hydro_NonPumped-ep-30022,1981,30.93,0
Shandong-Hydro_NonPumped-ep-30023,1981,1.73,0
Shanxi-Hydro_NonPumped-ep-30024,1981,10.89,0
Sichuan-Hydro_NonPumped-ep-30025,1981,190.79,0
Tianjin-Hydro_NonPumped-ep-30026,1981,0.25,0
Tibet-Hydro_NonPumped-ep-30027,1981,6.19,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30028,1981,0.87,0
Xinjiang-Hydro_NonPumped-ep-30029,1981,19.55,0
Yunnan-Hydro_NonPumped-ep-30030,1981,105.91,0
Zhejiang-Hydro_NonPumped-ep-30031,1981,94.78,0
Anhui-Hydro_NonPumped-ep-30032,1982,9.18,0
Beijing-Hydro_NonPumped-ep-30033,1982,16.94,0
Chongqing-Hydro_NonPumped-ep-30034,1982,13.3,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30035,1982,0.23,0
Fujian-Hydro_NonPumped-ep-30036,1982,75.36,0
Gansu-Hydro_NonPumped-ep-30037,1982,44.49,0
Guangdong-Hydro_NonPumped-ep-30038,1982,87.23,0
Guangxi-Hydro_NonPumped-ep-30039,1982,59.37,0
Guizhou-Hydro_NonPumped-ep-30040,1982,35.46,0
Hainan-Hydro_NonPumped-ep-30041,1982,8.39,0
Hebei-Hydro_NonPumped-ep-30042,1982,11.08,0
Heilongjiang-Hydro_NonPumped-ep-30043,1982,12.51,0
Henan-Hydro_NonPumped-ep-30044,1982,9.97,0
Hubei-Hydro_NonPumped-ep-30045,1982,103.38,0
Hunan-Hydro_NonPumped-ep-30046,1982,80.74,0
Jiangsu-Hydro_NonPumped-ep-30047,1982,0.47,0
Jiangxi-Hydro_NonPumped-ep-30048,1982,27.07,0
Jilin-Hydro_NonPumped-ep-30049,1982,54.94,0
Liaoning-Hydro_NonPumped-ep-30050,1982,19.31,0
Ningxia-Hydro_NonPumped-ep-30051,1982,4.91,0
Qinghai-Hydro_NonPumped-ep-30052,1982,42.11,0
Shaanxi-Hydro_NonPumped-ep-30053,1982,19.79,0
Shandong-Hydro_NonPumped-ep-30054,1982,1.11,0
Shanxi-Hydro_NonPumped-ep-30055,1982,6.97,0
Sichuan-Hydro_NonPumped-ep-30056,1982,122.06,0
Tianjin-Hydro_NonPumped-ep-30057,1982,0.16,0
Tibet-Hydro_NonPumped-ep-30058,1982,3.96,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30059,1982,0.56,0
Xinjiang-Hydro_NonPumped-ep-30060,1982,12.51,0
Yunnan-Hydro_NonPumped-ep-30061,1982,67.76,0
Zhejiang-Hydro_NonPumped-ep-30062,1982,60.63,0
Anhui-Hydro_NonPumped-ep-30063,1983,10.7,0
Beijing-Hydro_NonPumped-ep-30064,1983,19.74,0
Chongqing-Hydro_NonPumped-ep-30065,1983,15.49,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30066,1983,0.27,0
Fujian-Hydro_NonPumped-ep-30067,1983,87.8,0
Gansu-Hydro_NonPumped-ep-30068,1983,51.83,0
Guangdong-Hydro_NonPumped-ep-30069,1983,101.63,0
Guangxi-Hydro_NonPumped-ep-30070,1983,69.17,0
Guizhou-Hydro_NonPumped-ep-30071,1983,41.32,0
Hainan-Hydro_NonPumped-ep-30072,1983,9.78,0
Hebei-Hydro_NonPumped-ep-30073,1983,12.91,0
Heilongjiang-Hydro_NonPumped-ep-30074,1983,14.57,0
Henan-Hydro_NonPumped-ep-30075,1983,11.62,0
Hubei-Hydro_NonPumped-ep-30076,1983,120.44,0
Hunan-Hydro_NonPumped-ep-30077,1983,94.07,0
Jiangsu-Hydro_NonPumped-ep-30078,1983,0.55,0
Jiangxi-Hydro_NonPumped-ep-30079,1983,31.54,0
Jilin-Hydro_NonPumped-ep-30080,1983,64,0
Liaoning-Hydro_NonPumped-ep-30081,1983,22.5,0
Ningxia-Hydro_NonPumped-ep-30082,1983,5.72,0
Qinghai-Hydro_NonPumped-ep-30083,1983,49.06,0
Shaanxi-Hydro_NonPumped-ep-30084,1983,23.06,0
Shandong-Hydro_NonPumped-ep-30085,1983,1.29,0
Shanxi-Hydro_NonPumped-ep-30086,1983,8.12,0
Sichuan-Hydro_NonPumped-ep-30087,1983,142.21,0
Tianjin-Hydro_NonPumped-ep-30088,1983,0.18,0
Tibet-Hydro_NonPumped-ep-30089,1983,4.61,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30090,1983,0.65,0
Xinjiang-Hydro_NonPumped-ep-30091,1983,14.57,0
Yunnan-Hydro_NonPumped-ep-30092,1983,78.94,0
Zhejiang-Hydro_NonPumped-ep-30093,1983,70.64,0
Anhui-Hydro_NonPumped-ep-30094,1984,12.84,0
Beijing-Hydro_NonPumped-ep-30095,1984,23.68,0
Chongqing-Hydro_NonPumped-ep-30096,1984,18.59,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30097,1984,0.33,0
Fujian-Hydro_NonPumped-ep-30098,1984,105.36,0
Gansu-Hydro_NonPumped-ep-30099,1984,62.19,0
Guangdong-Hydro_NonPumped-ep-30100,1984,121.95,0
Guangxi-Hydro_NonPumped-ep-30101,1984,83,0
Guizhou-Hydro_NonPumped-ep-30102,1984,49.58,0
Hainan-Hydro_NonPumped-ep-30103,1984,11.73,0
Hebei-Hydro_NonPumped-ep-30104,1984,15.49,0
Heilongjiang-Hydro_NonPumped-ep-30105,1984,17.49,0
Henan-Hydro_NonPumped-ep-30106,1984,13.94,0
Hubei-Hydro_NonPumped-ep-30107,1984,144.53,0
Hunan-Hydro_NonPumped-ep-30108,1984,112.88,0
Jiangsu-Hydro_NonPumped-ep-30109,1984,0.66,0
Jiangxi-Hydro_NonPumped-ep-30110,1984,37.85,0
Jilin-Hydro_NonPumped-ep-30111,1984,76.8,0
Liaoning-Hydro_NonPumped-ep-30112,1984,27,0
Ningxia-Hydro_NonPumped-ep-30113,1984,6.86,0
Qinghai-Hydro_NonPumped-ep-30114,1984,58.87,0
Shaanxi-Hydro_NonPumped-ep-30115,1984,27.67,0
Shandong-Hydro_NonPumped-ep-30116,1984,1.55,0
Shanxi-Hydro_NonPumped-ep-30117,1984,9.74,0
Sichuan-Hydro_NonPumped-ep-30118,1984,170.65,0
Tianjin-Hydro_NonPumped-ep-30119,1984,0.22,0
Tibet-Hydro_NonPumped-ep-30120,1984,5.53,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30121,1984,0.78,0
Xinjiang-Hydro_NonPumped-ep-30122,1984,17.49,0
Yunnan-Hydro_NonPumped-ep-30123,1984,94.73,0
Zhejiang-Hydro_NonPumped-ep-30124,1984,84.77,0
Anhui-Hydro_NonPumped-ep-30125,1985,7.31,0
Beijing-Hydro_NonPumped-ep-30126,1985,13.49,0
Chongqing-Hydro_NonPumped-ep-30127,1985,10.59,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30128,1985,0.19,0
Fujian-Hydro_NonPumped-ep-30129,1985,59.99,0
Gansu-Hydro_NonPumped-ep-30130,1985,35.42,0
Guangdong-Hydro_NonPumped-ep-30131,1985,69.45,0
Guangxi-Hydro_NonPumped-ep-30132,1985,47.26,0
Guizhou-Hydro_NonPumped-ep-30133,1985,28.23,0
Hainan-Hydro_NonPumped-ep-30134,1985,6.68,0
Hebei-Hydro_NonPumped-ep-30135,1985,8.82,0
Heilongjiang-Hydro_NonPumped-ep-30136,1985,9.96,0
Henan-Hydro_NonPumped-ep-30137,1985,7.94,0
Hubei-Hydro_NonPumped-ep-30138,1985,82.3,0
Hunan-Hydro_NonPumped-ep-30139,1985,64.28,0
Jiangsu-Hydro_NonPumped-ep-30140,1985,0.38,0
Jiangxi-Hydro_NonPumped-ep-30141,1985,21.55,0
Jilin-Hydro_NonPumped-ep-30142,1985,43.74,0
Liaoning-Hydro_NonPumped-ep-30143,1985,15.38,0
Ningxia-Hydro_NonPumped-ep-30144,1985,3.91,0
Qinghai-Hydro_NonPumped-ep-30145,1985,33.53,0
Shaanxi-Hydro_NonPumped-ep-30146,1985,15.75,0
Shandong-Hydro_NonPumped-ep-30147,1985,0.88,0
Shanxi-Hydro_NonPumped-ep-30148,1985,5.55,0
Sichuan-Hydro_NonPumped-ep-30149,1985,97.17,0
Tianjin-Hydro_NonPumped-ep-30150,1985,0.13,0
Tibet-Hydro_NonPumped-ep-30151,1985,3.15,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30152,1985,0.44,0
Xinjiang-Hydro_NonPumped-ep-30153,1985,9.96,0
Yunnan-Hydro_NonPumped-ep-30154,1985,53.94,0
Zhejiang-Hydro_NonPumped-ep-30155,1985,48.27,0
Anhui-Hydro_NonPumped-ep-30156,1986,9.98,0
Beijing-Hydro_NonPumped-ep-30157,1986,18.42,0
Chongqing-Hydro_NonPumped-ep-30158,1986,14.46,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30159,1986,0.25,0
Fujian-Hydro_NonPumped-ep-30160,1986,81.94,0
Gansu-Hydro_NonPumped-ep-30161,1986,48.37,0
Guangdong-Hydro_NonPumped-ep-30162,1986,94.85,0
Guangxi-Hydro_NonPumped-ep-30163,1986,64.56,0
Guizhou-Hydro_NonPumped-ep-30164,1986,38.56,0
Hainan-Hydro_NonPumped-ep-30165,1986,9.12,0
Hebei-Hydro_NonPumped-ep-30166,1986,12.05,0
Heilongjiang-Hydro_NonPumped-ep-30167,1986,13.6,0
Henan-Hydro_NonPumped-ep-30168,1986,10.85,0
Hubei-Hydro_NonPumped-ep-30169,1986,112.41,0
Hunan-Hydro_NonPumped-ep-30170,1986,87.8,0
Jiangsu-Hydro_NonPumped-ep-30171,1986,0.52,0
Jiangxi-Hydro_NonPumped-ep-30172,1986,29.44,0
Jilin-Hydro_NonPumped-ep-30173,1986,59.74,0
Liaoning-Hydro_NonPumped-ep-30174,1986,21,0
Ningxia-Hydro_NonPumped-ep-30175,1986,5.34,0
Qinghai-Hydro_NonPumped-ep-30176,1986,45.79,0
Shaanxi-Hydro_NonPumped-ep-30177,1986,21.52,0
Shandong-Hydro_NonPumped-ep-30178,1986,1.21,0
Shanxi-Hydro_NonPumped-ep-30179,1986,7.57,0
Sichuan-Hydro_NonPumped-ep-30180,1986,132.73,0
Tianjin-Hydro_NonPumped-ep-30181,1986,0.17,0
Tibet-Hydro_NonPumped-ep-30182,1986,4.3,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30183,1986,0.61,0
Xinjiang-Hydro_NonPumped-ep-30184,1986,13.6,0
Yunnan-Hydro_NonPumped-ep-30185,1986,73.68,0
Zhejiang-Hydro_NonPumped-ep-30186,1986,65.93,0
Anhui-Hydro_NonPumped-ep-30187,1987,23.62,0
Beijing-Hydro_NonPumped-ep-30188,1987,43.58,0
Chongqing-Hydro_NonPumped-ep-30189,1987,34.21,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30190,1987,0.6,0
Fujian-Hydro_NonPumped-ep-30191,1987,193.88,0
Gansu-Hydro_NonPumped-ep-30192,1987,114.46,0
Guangdong-Hydro_NonPumped-ep-30193,1987,224.43,0
Guangxi-Hydro_NonPumped-ep-30194,1987,152.74,0
Guizhou-Hydro_NonPumped-ep-30195,1987,91.24,0
Hainan-Hydro_NonPumped-ep-30196,1987,21.59,0
Hebei-Hydro_NonPumped-ep-30197,1987,28.51,0
Heilongjiang-Hydro_NonPumped-ep-30198,1987,32.18,0
Henan-Hydro_NonPumped-ep-30199,1987,25.66,0
Hubei-Hydro_NonPumped-ep-30200,1987,265.98,0
Hunan-Hydro_NonPumped-ep-30201,1987,207.73,0
Jiangsu-Hydro_NonPumped-ep-30202,1987,1.22,0
Jiangxi-Hydro_NonPumped-ep-30203,1987,69.65,0
Jilin-Hydro_NonPumped-ep-30204,1987,141.34,0
Liaoning-Hydro_NonPumped-ep-30205,1987,49.69,0
Ningxia-Hydro_NonPumped-ep-30206,1987,12.63,0
Qinghai-Hydro_NonPumped-ep-30207,1987,108.35,0
Shaanxi-Hydro_NonPumped-ep-30208,1987,50.91,0
Shandong-Hydro_NonPumped-ep-30209,1987,2.85,0
Shanxi-Hydro_NonPumped-ep-30210,1987,17.92,0
Sichuan-Hydro_NonPumped-ep-30211,1987,314.04,0
Tianjin-Hydro_NonPumped-ep-30212,1987,0.41,0
Tibet-Hydro_NonPumped-ep-30213,1987,10.18,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30214,1987,1.44,0
Xinjiang-Hydro_NonPumped-ep-30215,1987,32.18,0
Yunnan-Hydro_NonPumped-ep-30216,1987,174.33,0
Zhejiang-Hydro_NonPumped-ep-30217,1987,156,0
Anhui-Hydro_NonPumped-ep-30218,1988,22.38,0
Beijing-Hydro_NonPumped-ep-30219,1988,41.28,0
Chongqing-Hydro_NonPumped-ep-30220,1988,32.41,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30221,1988,0.57,0
Fujian-Hydro_NonPumped-ep-30222,1988,183.64,0
Gansu-Hydro_NonPumped-ep-30223,1988,108.41,0
Guangdong-Hydro_NonPumped-ep-30224,1988,212.57,0
Guangxi-Hydro_NonPumped-ep-30225,1988,144.67,0
Guizhou-Hydro_NonPumped-ep-30226,1988,86.42,0
Hainan-Hydro_NonPumped-ep-30227,1988,20.45,0
Hebei-Hydro_NonPumped-ep-30228,1988,27.01,0
Heilongjiang-Hydro_NonPumped-ep-30229,1988,30.48,0
Henan-Hydro_NonPumped-ep-30230,1988,24.31,0
Hubei-Hydro_NonPumped-ep-30231,1988,251.93,0
Hunan-Hydro_NonPumped-ep-30232,1988,196.76,0
Jiangsu-Hydro_NonPumped-ep-30233,1988,1.16,0
Jiangxi-Hydro_NonPumped-ep-30234,1988,65.97,0
Jilin-Hydro_NonPumped-ep-30235,1988,133.87,0
Liaoning-Hydro_NonPumped-ep-30236,1988,47.07,0
Ningxia-Hydro_NonPumped-ep-30237,1988,11.96,0
Qinghai-Hydro_NonPumped-ep-30238,1988,102.62,0
Shaanxi-Hydro_NonPumped-ep-30239,1988,48.22,0
Shandong-Hydro_NonPumped-ep-30240,1988,2.7,0
Shanxi-Hydro_NonPumped-ep-30241,1988,16.98,0
Sichuan-Hydro_NonPumped-ep-30242,1988,297.45,0
Tianjin-Hydro_NonPumped-ep-30243,1988,0.39,0
Tibet-Hydro_NonPumped-ep-30244,1988,9.64,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30245,1988,1.36,0
Xinjiang-Hydro_NonPumped-ep-30246,1988,30.48,0
Yunnan-Hydro_NonPumped-ep-30247,1988,165.12,0
Zhejiang-Hydro_NonPumped-ep-30248,1988,147.76,0
Anhui-Hydro_NonPumped-ep-30249,1989,16.76,0
Beijing-Hydro_NonPumped-ep-30250,1989,30.92,0
Chongqing-Hydro_NonPumped-ep-30251,1989,24.27,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30252,1989,0.42,0
Fujian-Hydro_NonPumped-ep-30253,1989,137.55,0
Gansu-Hydro_NonPumped-ep-30254,1989,81.2,0
Guangdong-Hydro_NonPumped-ep-30255,1989,159.22,0
Guangxi-Hydro_NonPumped-ep-30256,1989,108.36,0
Guizhou-Hydro_NonPumped-ep-30257,1989,64.73,0
Hainan-Hydro_NonPumped-ep-30258,1989,15.32,0
Hebei-Hydro_NonPumped-ep-30259,1989,20.23,0
Heilongjiang-Hydro_NonPumped-ep-30260,1989,22.83,0
Henan-Hydro_NonPumped-ep-30261,1989,18.2,0
Hubei-Hydro_NonPumped-ep-30262,1989,188.69,0
Hunan-Hydro_NonPumped-ep-30263,1989,147.37,0
Jiangsu-Hydro_NonPumped-ep-30264,1989,0.87,0
Jiangxi-Hydro_NonPumped-ep-30265,1989,49.41,0
Jilin-Hydro_NonPumped-ep-30266,1989,100.27,0
Liaoning-Hydro_NonPumped-ep-30267,1989,35.25,0
Ningxia-Hydro_NonPumped-ep-30268,1989,8.96,0
Qinghai-Hydro_NonPumped-ep-30269,1989,76.86,0
Shaanxi-Hydro_NonPumped-ep-30270,1989,36.12,0
Shandong-Hydro_NonPumped-ep-30271,1989,2.02,0
Shanxi-Hydro_NonPumped-ep-30272,1989,12.71,0
Sichuan-Hydro_NonPumped-ep-30273,1989,222.79,0
Tianjin-Hydro_NonPumped-ep-30274,1989,0.29,0
Tibet-Hydro_NonPumped-ep-30275,1989,7.22,0
West_Inner_Mongolia-Hydro_NonPumped-ep-30276,1989,1.02,0
Xinjiang-Hydro_NonPumped-ep-30277,1989,22.83,0
Yunnan-Hydro_NonPumped-ep-30278,1989,123.68,0
Zhejiang-Hydro_NonPumped-ep-30279,1989,110.67,0
Anhui-Hydro_NonPumped-ep-30280,1990,13.1,0
Beijing-Hydro_NonPumped-ep-30281,1990,24.18,0
Chongqing-Hydro_NonPumped-ep-30282,1990,18.98,0
East_Inner_Mongolia-Hydro_NonPumped-ep-30283,1990,0.33,0
Fujian-Hydro_NonPumped-ep-30284,1990,107.55,0
Gansu-Hydro_NonPumped-ep-30285,1990,63.49,0
