GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro
Anhui-EP_Coal_600_RC-ep-3100,existing.3100,EP_Coal_600_RC,Coal,Anhui,40,FALSE,TRUE,FALSE,FALSE,FALSE,7.93,3,0,0.34,0.05,660,600,FALSE,.,0.4,FALSE
Anhui-Gas_CCGT_OT-12113,new.12113,Gas_CCGT_OT,Gas,Anhui,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.47,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Anhui-Gas_CCGT_RC-12123,new.12123,Gas_CCGT_RC,Gas,Anhui,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Anhui-Gas_CCGT_RC-12133,new.12133,Gas_CCGT_RC,Gas,Anhui,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Anhui-Gas_Combustion_Turbine_RC-13107,new.13107,Gas_Combustion_Turbine_RC,Gas,Anhui,20,FALSE,FALSE,FALSE,TRUE,TRUE,9.76,2,300,0.0318,0.0413,.,0,FALSE,.,0.4,FALSE
Anhui-Hydro_NonPumped-ep-30001,existing.30001,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,14.35,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30032,existing.30032,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,9.18,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30063,existing.30063,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,10.7,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30094,existing.30094,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,12.84,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30125,existing.30125,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,7.31,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30156,existing.30156,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,9.98,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30187,existing.30187,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,23.62,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30218,existing.30218,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,22.38,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30249,existing.30249,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,16.76,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30280,existing.30280,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,13.1,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30311,existing.30311,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,16.31,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30342,existing.30342,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,24.96,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30373,existing.30373,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,34.86,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30404,existing.30404,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,39.85,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30435,existing.30435,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,27.81,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30466,existing.30466,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,30.31,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30497,existing.30497,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,37,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30528,existing.30528,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,47.52,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30605,existing.30605,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,25.88,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30628,existing.30628,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,40.31,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30651,existing.30651,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,33.81,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30674,existing.30674,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,40,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30722,existing.30722,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,50,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30745,existing.30745,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,260,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30768,existing.30768,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,510,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30792,existing.30792,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,50,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30812,existing.30812,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,60,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30837,existing.30837,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,70,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30866,existing.30866,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,773.3,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30903,existing.30903,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,33.2,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30915,existing.30915,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,40.6,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30934,existing.30934,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,41.3,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30947,existing.30947,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,148.9,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30975,existing.30975,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,62.5,0,FALSE,.,0.3,FALSE
Anhui-Hydro_NonPumped-ep-30994,existing.30994,Hydro_NonPumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,311.8,0,FALSE,.,0.3,FALSE
Anhui-Hydro_Pumped-ep-35020,existing.35020,Hydro_Pumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,80,0,FALSE,0.74,0.4,TRUE
Anhui-Hydro_Pumped-ep-35027,existing.35027,Hydro_Pumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,600,0,FALSE,0.74,0.4,TRUE
Anhui-Hydro_Pumped-ep-35039,existing.35039,Hydro_Pumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,1800,0,FALSE,0.74,0.4,TRUE
Anhui-Hydro_Pumped-ep-35040,existing.35040,Hydro_Pumped,Water,Anhui,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,1200,0,FALSE,0.74,0.4,TRUE
Anhui-Nuclear_SMR-13106,new.13106,Nuclear_SMR,Uranium,Anhui,40,FALSE,FALSE,TRUE,FALSE,FALSE,10.4,0.5,300,0.1112,0.0272,.,100,FALSE,.,1,FALSE
Anhui-Residential_PV-201,new.201,Residential_PV,Solar,Anhui,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1125,0,FALSE,.,0,FALSE
Anhui-Residential_PV-202,new.202,Residential_PV,Solar,Anhui,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1125,0,FALSE,.,0,FALSE
Anhui-Residential_PV-203,new.203,Residential_PV,Solar,Anhui,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1125,0,FALSE,.,0,FALSE
Anhui-Residential_PV-204,new.204,Residential_PV,Solar,Anhui,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1125,0,FALSE,.,0,FALSE
Anhui-Wind-1081,new.1081,Wind,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1806,0,FALSE,.,0,FALSE
Anhui-Wind-1082,new.1082,Wind,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1806,0,FALSE,.,0,FALSE
Anhui-Wind-1083,new.1083,Wind,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1806,0,FALSE,.,0,FALSE
Anhui-Wind-1155,new.1155,Wind,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1806,0,FALSE,.,0,FALSE
Anhui-Wind-1158,new.1158,Wind,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0.0139,0.02,1806,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40078,existing.40078,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,97.5,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40103,existing.40103,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,196.5,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40131,existing.40131,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,330.8,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40160,existing.40160,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,532.4,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40186,existing.40186,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,411.4,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40214,existing.40214,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,407.4,0,FALSE,.,0,FALSE
Anhui-Wind_EP-ep-40256,existing.40256,Wind_EP,Wind,Anhui,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,198,0,FALSE,.,0,FALSE
Beijing-Battery_Storage-11182,new.11182,Battery_Storage,Storage,Beijing,15,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.0055,0.02,.,0,FALSE,0.767,0,FALSE
Beijing-Central_PV-405,new.405,Central_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,8333.333333,0,FALSE,.,0,FALSE
Beijing-Central_PV-552,new.552,Central_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,8333.333333,0,FALSE,.,0,FALSE
Beijing-Central_PV-553,new.553,Central_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,3000,0,0.02,8333.333333,0,FALSE,.,0,FALSE
Beijing-Central_PV_EP-ep-50054,existing.50054,Central_PV_EP,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,32.8,0,FALSE,.,0,FALSE
Beijing-Central_PV_EP-ep-50084,existing.50084,Central_PV_EP,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,43.1,0,FALSE,.,0,FALSE
Beijing-Central_PV_EP-ep-50113,existing.50113,Central_PV_EP,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,77.6,0,FALSE,.,0,FALSE
Beijing-Central_PV_EP-ep-50144,existing.50144,Central_PV_EP,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,95.5,0,FALSE,.,0,FALSE
Beijing-Coal_100_OT-ep-19,existing.19,Coal_100_OT,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_OT-ep-20,existing.20,Coal_100_OT,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.13,3,0,0.52,0.05,200,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-11,existing.11,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-12,existing.12,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-13,existing.13,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-14,existing.14,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-15,existing.15,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-16,existing.16,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,220,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-21,existing.21,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,165,100,FALSE,.,0.4,FALSE
Beijing-Coal_100_RC-ep-22,existing.22,Coal_100_RC,Coal,Beijing,30,FALSE,TRUE,FALSE,FALSE,FALSE,9.06,3,0,0.52,0.05,165,100,FALSE,.,0.4,FALSE
Beijing-Commercial_PV-152,new.152,Commercial_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,900,0,FALSE,.,0,FALSE
Beijing-Commercial_PV-153,new.153,Commercial_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,900,0,FALSE,.,0,FALSE
Beijing-Commercial_PV-5,new.5,Commercial_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,900,0,FALSE,.,0,FALSE
Beijing-EP_Gas_CCGT_RC-ep-1,existing.1,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,1380,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-10,existing.10,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,255,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-17,existing.17,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,213.5,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-18,existing.18,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,213.5,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-2,existing.2,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,1307,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-23,existing.23,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,120,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-24,existing.24,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,75,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-25,existing.25,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,75,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-3,existing.3,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,950.98,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-3001,existing.3001,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,3000,0.65,0.0224,998,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-4,existing.4,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,923.4,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-5,existing.5,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,845,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-6,existing.6,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,838,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-7,existing.7,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,400,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-8,existing.8,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,391,150,TRUE,.,0.45,FALSE
Beijing-EP_Gas_CCGT_RC-ep-9,existing.9,EP_Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,6.86,1.7,0,0.65,0.0224,391,150,TRUE,.,0.45,FALSE
Beijing-Gas_CCGT_RC-11235,new.11235,Gas_CCGT_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,7.02,2,300,0.65,0.0224,.,150,TRUE,.,0.45,FALSE
Beijing-Gas_Combustion_Turbine_RC-13192,new.13192,Gas_Combustion_Turbine_RC,Gas,Beijing,20,FALSE,FALSE,FALSE,TRUE,TRUE,9.76,2,300,0.0318,0.0413,.,0,FALSE,.,0.4,FALSE
Beijing-Hydro_NonPumped-ep-30002,existing.30002,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,26.48,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30033,existing.30033,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,16.94,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30064,existing.30064,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,19.74,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30095,existing.30095,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,23.68,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30126,existing.30126,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,13.49,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30157,existing.30157,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,18.42,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30188,existing.30188,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,43.58,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30219,existing.30219,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,41.28,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30250,existing.30250,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,30.92,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30281,existing.30281,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,24.18,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30312,existing.30312,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,30.1,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30343,existing.30343,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,46.05,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30374,existing.30374,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,64.31,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30405,existing.30405,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,73.52,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30436,existing.30436,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,51.31,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30467,existing.30467,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,55.92,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30498,existing.30498,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,68.25,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30529,existing.30529,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,87.66,0,FALSE,.,0.3,FALSE
Beijing-Hydro_NonPumped-ep-30996,existing.30996,Hydro_NonPumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,3000,0.094,0.051,3.4,0,FALSE,.,0.3,FALSE
Beijing-Hydro_Pumped-ep-35011,existing.35011,Hydro_Pumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,22,0,FALSE,0.74,0.4,TRUE
Beijing-Hydro_Pumped-ep-35015,existing.35015,Hydro_Pumped,Water,Beijing,100,FALSE,FALSE,FALSE,TRUE,TRUE,.,0,0,0.094,0.051,800,0,FALSE,0.74,0.4,TRUE
Beijing-Residential_PV-205,new.205,Residential_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1233.333333,0,FALSE,.,0,FALSE
Beijing-Residential_PV-352,new.352,Residential_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1233.333333,0,FALSE,.,0,FALSE
Beijing-Residential_PV-353,new.353,Residential_PV,Solar,Beijing,20,TRUE,FALSE,FALSE,TRUE,FALSE,.,0,0,0,0.02,1233.333333,0,FALSE,.,0,FALSE
Beijing-Wind_EP-ep-40042,existing.40042,Wind_EP,Wind,Beijing,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,50,0,FALSE,.,0,FALSE
Beijing-Wind_EP-ep-40079,existing.40079,Wind_EP,Wind,Beijing,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,36,0,FALSE,.,0,FALSE
Beijing-Wind_EP-ep-40187,existing.40187,Wind_EP,Wind,Beijing,30,TRUE,FALSE,FALSE,TRUE,FALSE,.,2.8,0,0.0139,0.02,36,0,FALSE,.,0,FALSE
