GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Guangxi-Central_PV-425,2038,1200000,12000,.
Guangxi-Central_PV-425,2043,1200000,12000,.
Guangxi-Central_PV-425,2048,1200000,12000,.
Guangxi-Central_PV-426,2023,1200000,12000,.
Guangxi-Central_PV-426,2028,1200000,12000,.
Guangxi-Central_PV-426,2033,1200000,12000,.
Guangxi-Central_PV-426,2038,1200000,12000,.
Guangxi-Central_PV-426,2043,1200000,12000,.
Guangxi-Central_PV-426,2048,1200000,12000,.
Guangxi-Central_PV-427,2023,1200000,12000,.
Guangxi-Central_PV-427,2028,1200000,12000,.
Guangxi-Central_PV-427,2033,1200000,12000,.
Guangxi-Central_PV-427,2038,1200000,12000,.
Guangxi-Central_PV-427,2043,1200000,12000,.
Guangxi-Central_PV-427,2048,1200000,12000,.
Guangxi-Central_PV-428,2023,1200000,12000,.
Guangxi-Central_PV-428,2028,1200000,12000,.
Guangxi-Central_PV-428,2033,1200000,12000,.
Guangxi-Central_PV-428,2038,1200000,12000,.
Guangxi-Central_PV-428,2043,1200000,12000,.
Guangxi-Central_PV-428,2048,1200000,12000,.
Guangxi-Central_PV_EP-ep-50001,2014,1439448,28789,.
Guangxi-Central_PV_EP-ep-50031,2013,1439448,28789,.
Guangxi-Central_PV_EP-ep-50089,2015,1439448,28789,.
Guangxi-Central_PV_EP-ep-50119,2016,1439448,28789,.
Guangxi-Central_PV_EP-ep-50150,2017,1439448,28789,.
Guangxi-Coal_1000_OT-12597,2023,549787,5044,.
Guangxi-Coal_1000_OT-12597,2028,549787,5044,.
Guangxi-Coal_1000_OT-12597,2033,549787,5044,.
Guangxi-Coal_1000_OT-12597,2038,549787,5044,.
Guangxi-Coal_1000_OT-12597,2043,549787,5044,.
Guangxi-Coal_1000_OT-12597,2048,549787,5044,.
Guangxi-Coal_1000_OT-12615,2023,549787,5044,.
Guangxi-Coal_1000_OT-12615,2028,549787,5044,.
Guangxi-Coal_1000_OT-12615,2033,549787,5044,.
Guangxi-Coal_1000_OT-12615,2038,549787,5044,.
Guangxi-Coal_1000_OT-12615,2043,549787,5044,.
Guangxi-Coal_1000_OT-12615,2048,549787,5044,.
Guangxi-Coal_1000_RC-12605,2023,578592,5309,.
Guangxi-Coal_1000_RC-12605,2028,578592,5309,.
Guangxi-Coal_1000_RC-12605,2033,578592,5309,.
Guangxi-Coal_1000_RC-12605,2038,578592,5309,.
Guangxi-Coal_1000_RC-12605,2043,578592,5309,.
Guangxi-Coal_1000_RC-12605,2048,578592,5309,.
Guangxi-Coal_1000_RC-12623,2023,578592,5309,.
Guangxi-Coal_1000_RC-12623,2028,578592,5309,.
Guangxi-Coal_1000_RC-12623,2033,578592,5309,.
Guangxi-Coal_1000_RC-12623,2038,578592,5309,.
Guangxi-Coal_1000_RC-12623,2043,578592,5309,.
Guangxi-Coal_1000_RC-12623,2048,578592,5309,.
Guangxi-Coal_1000_SEA-12633,2023,578584,5309,.
Guangxi-Coal_1000_SEA-12633,2028,578584,5309,.
Guangxi-Coal_1000_SEA-12633,2033,578584,5309,.
Guangxi-Coal_1000_SEA-12633,2038,578584,5309,.
Guangxi-Coal_1000_SEA-12633,2043,578584,5309,.
Guangxi-Coal_1000_SEA-12633,2048,578584,5309,.
Guangxi-Coal_100_OT-ep-2029,1995,805257,15486,.
Guangxi-Coal_100_OT-ep-2030,1994,805257,15486,.
Guangxi-Coal_100_OT-ep-2038,2007,805257,15486,.
Guangxi-Coal_100_OT-ep-2039,2007,805257,15486,.
Guangxi-Coal_100_OT-ep-2040,2005,805257,15486,.
Guangxi-Coal_100_OT-ep-2041,2004,805257,15486,.
Guangxi-Coal_100_RC-ep-2031,2010,805257,15486,.
Guangxi-Coal_100_RC-ep-2032,2008,805257,15486,.
Guangxi-Coal_100_RC-ep-2033,2015,805257,15486,.
Guangxi-Coal_100_RC-ep-2034,2011,805257,15486,.
Guangxi-Coal_100_RC-ep-2035,1990,805257,15486,.
Guangxi-Coal_100_RC-ep-2036,2012,805257,15486,.
Guangxi-Coal_100_RC-ep-2037,2012,805257,15486,.
Guangxi-Coal_300_OT-12601,2023,591611,5689,.
Guangxi-Coal_300_OT-12601,2028,591611,5689,.
Guangxi-Coal_300_OT-12601,2033,591611,5689,.
Guangxi-Coal_300_OT-12601,2038,591611,5689,.
Guangxi-Coal_300_OT-12601,2043,591611,5689,.
Guangxi-Coal_300_OT-12601,2048,591611,5689,.
Guangxi-Coal_300_OT-12619,2023,591611,5689,.
Guangxi-Coal_300_OT-12619,2028,591611,5689,.
Guangxi-Coal_300_OT-12619,2033,591611,5689,.
Guangxi-Coal_300_OT-12619,2038,591611,5689,.
Guangxi-Coal_300_OT-12619,2043,591611,5689,.
Guangxi-Coal_300_OT-12619,2048,591611,5689,.
Guangxi-Coal_300_RC-12609,2023,630091,6059,.
Guangxi-Coal_300_RC-12609,2028,630091,6059,.
Guangxi-Coal_300_RC-12609,2033,630091,6059,.
Guangxi-Coal_300_RC-12609,2038,630091,6059,.
Guangxi-Coal_300_RC-12609,2043,630091,6059,.
Guangxi-Coal_300_RC-12609,2048,630091,6059,.
Guangxi-Coal_300_RC-12627,2023,630091,6059,.
Guangxi-Coal_300_RC-12627,2028,630091,6059,.
Guangxi-Coal_300_RC-12627,2033,630091,6059,.
Guangxi-Coal_300_RC-12627,2038,630091,6059,.
Guangxi-Coal_300_RC-12627,2043,630091,6059,.
Guangxi-Coal_300_RC-12627,2048,630091,6059,.
Guangxi-Coal_300_SEA-12637,2023,630084,6059,.
Guangxi-Coal_300_SEA-12637,2028,630084,6059,.
Guangxi-Coal_300_SEA-12637,2033,630084,6059,.
Guangxi-Coal_300_SEA-12637,2038,630084,6059,.
Guangxi-Coal_300_SEA-12637,2043,630084,6059,.
Guangxi-Coal_300_SEA-12637,2048,630084,6059,.
Guangxi-Coal_600_OT-12599,2023,572364,5251,.
Guangxi-Coal_600_OT-12599,2028,572364,5251,.
Guangxi-Coal_600_OT-12599,2033,572364,5251,.
Guangxi-Coal_600_OT-12599,2038,572364,5251,.
Guangxi-Coal_600_OT-12599,2043,572364,5251,.
Guangxi-Coal_600_OT-12599,2048,572364,5251,.
Guangxi-Coal_600_OT-12617,2023,572364,5251,.
Guangxi-Coal_600_OT-12617,2028,572364,5251,.
Guangxi-Coal_600_OT-12617,2033,572364,5251,.
Guangxi-Coal_600_OT-12617,2038,572364,5251,.
Guangxi-Coal_600_OT-12617,2043,572364,5251,.
Guangxi-Coal_600_OT-12617,2048,572364,5251,.
Guangxi-Coal_600_RC-12607,2023,582951,5349,.
Guangxi-Coal_600_RC-12607,2028,582951,5349,.
Guangxi-Coal_600_RC-12607,2033,582951,5349,.
Guangxi-Coal_600_RC-12607,2038,582951,5349,.
Guangxi-Coal_600_RC-12607,2043,582951,5349,.
Guangxi-Coal_600_RC-12607,2048,582951,5349,.
Guangxi-Coal_600_RC-12625,2023,582951,5349,.
Guangxi-Coal_600_RC-12625,2028,582951,5349,.
Guangxi-Coal_600_RC-12625,2033,582951,5349,.
Guangxi-Coal_600_RC-12625,2038,582951,5349,.
Guangxi-Coal_600_RC-12625,2043,582951,5349,.
Guangxi-Coal_600_RC-12625,2048,582951,5349,.
Guangxi-Coal_600_SEA-12635,2023,582944,5349,.
Guangxi-Coal_600_SEA-12635,2028,582944,5349,.
Guangxi-Coal_600_SEA-12635,2033,582944,5349,.
Guangxi-Coal_600_SEA-12635,2038,582944,5349,.
Guangxi-Coal_600_SEA-12635,2043,582944,5349,.
Guangxi-Coal_600_SEA-12635,2048,582944,5349,.
Guangxi-Coal_IGCC_RC-12611,2023,1634880,15000,.
Guangxi-Coal_IGCC_RC-12611,2028,1634880,15000,.
Guangxi-Coal_IGCC_RC-12611,2033,1634880,15000,.
Guangxi-Coal_IGCC_RC-12611,2038,1634880,15000,.
Guangxi-Coal_IGCC_RC-12611,2043,1634880,15000,.
Guangxi-Coal_IGCC_RC-12611,2048,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2023,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2028,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2033,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2038,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2043,1634880,15000,.
Guangxi-Coal_IGCC_RC-12629,2048,1634880,15000,.
Guangxi-Coal_Small_OT-ep-2042,1990,774286,15486,.
Guangxi-Coal_Small_RC-ep-2044,1990,774286,15486,.
Guangxi-Coal_Small_RC-ep-2046,1990,774286,15486,.
Guangxi-Commercial_PV-23,2023,1500000,15000,.
Guangxi-Commercial_PV-23,2028,1500000,15000,.
Guangxi-Commercial_PV-23,2033,1500000,15000,.
Guangxi-Commercial_PV-23,2038,1500000,15000,.
Guangxi-Commercial_PV-23,2043,1500000,15000,.
Guangxi-Commercial_PV-23,2048,1500000,15000,.
Guangxi-Commercial_PV-24,2023,1500000,15000,.
Guangxi-Commercial_PV-24,2028,1500000,15000,.
Guangxi-Commercial_PV-24,2033,1500000,15000,.
Guangxi-Commercial_PV-24,2038,1500000,15000,.
Guangxi-Commercial_PV-24,2043,1500000,15000,.
Guangxi-Commercial_PV-24,2048,1500000,15000,.
Guangxi-Commercial_PV-25,2023,1500000,15000,.
Guangxi-Commercial_PV-25,2028,1500000,15000,.
Guangxi-Commercial_PV-25,2033,1500000,15000,.
Guangxi-Commercial_PV-25,2038,1500000,15000,.
Guangxi-Commercial_PV-25,2043,1500000,15000,.
Guangxi-Commercial_PV-25,2048,1500000,15000,.
Guangxi-Commercial_PV-26,2023,1500000,15000,.
Guangxi-Commercial_PV-26,2028,1500000,15000,.
Guangxi-Commercial_PV-26,2033,1500000,15000,.
Guangxi-Commercial_PV-26,2038,1500000,15000,.
Guangxi-Commercial_PV-26,2043,1500000,15000,.
Guangxi-Commercial_PV-26,2048,1500000,15000,.
Guangxi-Commercial_PV-27,2023,1500000,15000,.
Guangxi-Commercial_PV-27,2028,1500000,15000,.
Guangxi-Commercial_PV-27,2033,1500000,15000,.
Guangxi-Commercial_PV-27,2038,1500000,15000,.
Guangxi-Commercial_PV-27,2043,1500000,15000,.
Guangxi-Commercial_PV-27,2048,1500000,15000,.
Guangxi-Commercial_PV-28,2023,1500000,15000,.
Guangxi-Commercial_PV-28,2028,1500000,15000,.
Guangxi-Commercial_PV-28,2033,1500000,15000,.
Guangxi-Commercial_PV-28,2038,1500000,15000,.
Guangxi-Commercial_PV-28,2043,1500000,15000,.
Guangxi-Commercial_PV-28,2048,1500000,15000,.
Guangxi-EP_Coal_1000_RC-ep-2006,2012,582329,10686,.
Guangxi-EP_Coal_1000_RC-ep-2007,2012,582329,10686,.
Guangxi-EP_Coal_1000_SEA-ep-3167,2018,582329,10686,.
Guangxi-EP_Coal_1000_SEA-ep-3168,2018,582329,10686,.
Guangxi-EP_Coal_300_OT-ep-2019,1999,628457,12086,.
Guangxi-EP_Coal_300_OT-ep-2020,1999,628457,12086,.
Guangxi-EP_Coal_300_OT-ep-2021,2004,628457,12086,.
Guangxi-EP_Coal_300_OT-ep-2022,2004,628457,12086,.
Guangxi-EP_Coal_300_OT-ep-2027,2007,628457,12086,.
Guangxi-EP_Coal_300_OT-ep-2028,2007,628457,12086,.
Guangxi-EP_Coal_300_RC-ep-2023,2007,628457,12086,.
Guangxi-EP_Coal_300_RC-ep-2024,2007,628457,12086,.
Guangxi-EP_Coal_300_RC-ep-3169,2017,628457,12086,.
Guangxi-EP_Coal_300_RC-ep-3170,2017,628457,12086,.
Guangxi-EP_Coal_300_SEA-ep-2025,2005,628457,12086,.
Guangxi-EP_Coal_300_SEA-ep-2026,2004,628457,12086,.
Guangxi-EP_Coal_600_OT-ep-2009,2011,512262,9400,.
Guangxi-EP_Coal_600_OT-ep-2010,2012,512262,9400,.
Guangxi-EP_Coal_600_OT-ep-2011,2011,512262,9400,.
Guangxi-EP_Coal_600_OT-ep-2012,2007,512262,9400,.
Guangxi-EP_Coal_600_OT-ep-2013,2007,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-2014,2007,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-2015,2007,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-2016,2007,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-2017,2007,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-3171,2017,512262,9400,.
Guangxi-EP_Coal_600_SEA-ep-3172,2017,512262,9400,.
Guangxi-Gas_CCGT_OT-12603,2023,665600,6400,.
Guangxi-Gas_CCGT_OT-12603,2028,665600,6400,.
Guangxi-Gas_CCGT_OT-12603,2033,665600,6400,.
Guangxi-Gas_CCGT_OT-12603,2038,665600,6400,.
Guangxi-Gas_CCGT_OT-12603,2043,665600,6400,.
Guangxi-Gas_CCGT_OT-12603,2048,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2023,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2028,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2033,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2038,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2043,665600,6400,.
Guangxi-Gas_CCGT_OT-12621,2048,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2023,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2028,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2033,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2038,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2043,665600,6400,.
Guangxi-Gas_CCGT_RC-12613,2048,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2023,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2028,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2033,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2038,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2043,665600,6400,.
Guangxi-Gas_CCGT_RC-12631,2048,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2023,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2028,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2033,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2038,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2043,665600,6400,.
Guangxi-Gas_CCGT_SEA-12639,2048,665600,6400,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2023,484343,4657,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2028,484343,4657,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2033,484343,4657,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2038,484343,4657,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2043,484343,4657,.
Guangxi-Gas_Combustion_Turbine_RC-13464,2048,484343,4657,.
Guangxi-Hydro_NonPumped-ep-30008,1981,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30039,1982,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30070,1983,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30101,1984,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30132,1985,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30163,1986,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30194,1987,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30225,1988,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30256,1989,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30287,1990,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30318,1991,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30349,1992,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30380,1993,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30411,1994,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30442,1995,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30473,1996,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30504,1997,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30535,1998,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30563,1999,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30586,2000,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30679,2004,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30700,2001,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30702,2002,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30704,2003,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30709,2010,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30717,2014,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30727,2005,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30751,2006,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30774,2007,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30797,2008,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30817,2009,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30868,2012,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30882,2013,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30921,2016,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-30952,2017,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-31000,2011,1342278,3300,.
Guangxi-Hydro_NonPumped-ep-31017,2015,1342278,3300,.
Guangxi-Nuclear_EP_SEA-ep-3173,2020,2378486,60000,.
Guangxi-Nuclear_EP_SEA-ep-60041,2013,2378486,40000,.
Guangxi-Nuclear_EP_SEA-ep-60042,2014,2378486,40000,.
Guangxi-Nuclear_SEA-13126,2023,2140637,18000,.
Guangxi-Nuclear_SEA-13126,2028,2140637,18000,.
Guangxi-Nuclear_SEA-13126,2033,2140637,18000,.
Guangxi-Nuclear_SEA-13126,2038,2140637,18000,.
Guangxi-Nuclear_SEA-13126,2043,2140637,18000,.
Guangxi-Nuclear_SEA-13126,2048,2140637,18000,.
Guangxi-Nuclear_SMR-13463,2023,4034304,36000,.
Guangxi-Nuclear_SMR-13463,2028,4034304,36000,.
Guangxi-Nuclear_SMR-13463,2033,4034304,36000,.
Guangxi-Nuclear_SMR-13463,2038,4034304,36000,.
Guangxi-Nuclear_SMR-13463,2043,4034304,36000,.
Guangxi-Nuclear_SMR-13463,2048,4034304,36000,.
Guangxi-Offshore_Wind-13458,2023,2183527,21748,.
Guangxi-Offshore_Wind-13458,2028,2158450,21498,.
Guangxi-Offshore_Wind-13458,2033,2132833,21243,.
Guangxi-Offshore_Wind-13458,2038,2104835,20965,.
Guangxi-Offshore_Wind-13458,2043,2057298,20491,.
Guangxi-Offshore_Wind-13458,2048,2013675,20057,.
Guangxi-Residential_PV-223,2023,2398125,23981,.
Guangxi-Residential_PV-223,2028,2305552,23055,.
Guangxi-Residential_PV-223,2033,2249887,22499,.
Guangxi-Residential_PV-223,2038,2200094,22001,.
Guangxi-Residential_PV-223,2043,2149909,21499,.
Guangxi-Residential_PV-223,2048,2106182,21062,.
Guangxi-Residential_PV-224,2023,2398125,23981,.
Guangxi-Residential_PV-224,2028,2305552,23055,.
Guangxi-Residential_PV-224,2033,2249887,22499,.
Guangxi-Residential_PV-224,2038,2200094,22001,.
Guangxi-Residential_PV-224,2043,2149909,21499,.
Guangxi-Residential_PV-224,2048,2106182,21062,.
Guangxi-Residential_PV-225,2023,2398125,23981,.
Guangxi-Residential_PV-225,2028,2305552,23055,.
Guangxi-Residential_PV-225,2033,2249887,22499,.
Guangxi-Residential_PV-225,2038,2200094,22001,.
Guangxi-Residential_PV-225,2043,2149909,21499,.
Guangxi-Residential_PV-225,2048,2106182,21062,.
Guangxi-Residential_PV-226,2023,2398125,23981,.
Guangxi-Residential_PV-226,2028,2305552,23055,.
Guangxi-Residential_PV-226,2033,2249887,22499,.
Guangxi-Residential_PV-226,2038,2200094,22001,.
Guangxi-Residential_PV-226,2043,2149909,21499,.
Guangxi-Residential_PV-226,2048,2106182,21062,.
Guangxi-Residential_PV-227,2023,2398125,23981,.
Guangxi-Residential_PV-227,2028,2305552,23055,.
Guangxi-Residential_PV-227,2033,2249887,22499,.
Guangxi-Residential_PV-227,2038,2200094,22001,.
Guangxi-Residential_PV-227,2043,2149909,21499,.
Guangxi-Residential_PV-227,2048,2106182,21062,.
Guangxi-Residential_PV-228,2023,2398125,23981,.
Guangxi-Residential_PV-228,2028,2305552,23055,.
Guangxi-Residential_PV-228,2033,2249887,22499,.
Guangxi-Residential_PV-228,2038,2200094,22001,.
Guangxi-Residential_PV-228,2043,2149909,21499,.
Guangxi-Residential_PV-228,2048,2106182,21062,.
Guangxi-Wind-1007,2023,1129443,11249,.
Guangxi-Wind-1007,2028,1104447,11000,.
Guangxi-Wind-1007,2033,1079254,10750,.
Guangxi-Wind-1007,2038,1054209,10500,.
Guangxi-Wind-1007,2043,1028649,10245,.
Guangxi-Wind-1007,2048,1006838,10028,.
Guangxi-Wind-1015,2023,1129443,11249,.
Guangxi-Wind-1015,2028,1104447,11000,.
Guangxi-Wind-1015,2033,1079254,10750,.
Guangxi-Wind-1015,2038,1054209,10500,.
Guangxi-Wind-1015,2043,1028649,10245,.
Guangxi-Wind-1015,2048,1006838,10028,.
Guangxi-Wind-1026,2023,1129443,11249,.
Guangxi-Wind-1026,2028,1104447,11000,.
Guangxi-Wind-1026,2033,1079254,10750,.
Guangxi-Wind-1026,2038,1054209,10500,.
Guangxi-Wind-1026,2043,1028649,10245,.
Guangxi-Wind-1026,2048,1006838,10028,.
Guangxi-Wind-1037,2023,1129443,11249,.
Guangxi-Wind-1037,2028,1104447,11000,.
Guangxi-Wind-1037,2033,1079254,10750,.
Guangxi-Wind-1037,2038,1054209,10500,.
Guangxi-Wind-1037,2043,1028649,10245,.
Guangxi-Wind-1037,2048,1006838,10028,.
Guangxi-Wind-1039,2023,1129443,11249,.
Guangxi-Wind-1039,2028,1104447,11000,.
Guangxi-Wind-1039,2033,1079254,10750,.
Guangxi-Wind-1039,2038,1054209,10500,.
Guangxi-Wind-1039,2043,1028649,10245,.
Guangxi-Wind-1039,2048,1006838,10028,.
Guangxi-Wind-1041,2023,1129443,11249,.
Guangxi-Wind-1041,2028,1104447,11000,.
Guangxi-Wind-1041,2033,1079254,10750,.
Guangxi-Wind-1041,2038,1054209,10500,.
Guangxi-Wind-1041,2043,1028649,10245,.
Guangxi-Wind-1041,2048,1006838,10028,.
Guangxi-Wind_EP-ep-40082,2012,1204800,12000,.
Guangxi-Wind_EP-ep-40109,2013,1204800,12000,.
Guangxi-Wind_EP-ep-40165,2015,1204800,12000,.
Guangxi-Wind_EP-ep-40193,2016,1204800,12000,.
Guangxi-Wind_EP-ep-40221,2017,1204800,12000,.
Guangxi-Wind_EP-ep-40262,2011,1204800,12000,.
Guizhou-Battery_Storage-11199,2023,1485958,13421,0
Guizhou-Battery_Storage-11199,2028,1346607,12162,0
Guizhou-Battery_Storage-11199,2033,1328640,12000,0
Guizhou-Battery_Storage-11199,2038,1328640,12000,0
Guizhou-Battery_Storage-11199,2043,1328640,12000,0
Guizhou-Battery_Storage-11199,2048,1328640,12000,0
Guizhou-Central_PV-429,2023,1200000,12000,.
Guizhou-Central_PV-429,2028,1200000,12000,.
Guizhou-Central_PV-429,2033,1200000,12000,.
Guizhou-Central_PV-429,2038,1200000,12000,.
Guizhou-Central_PV-429,2043,1200000,12000,.
Guizhou-Central_PV-429,2048,1200000,12000,.
Guizhou-Central_PV-430,2023,1200000,12000,.
Guizhou-Central_PV-430,2028,1200000,12000,.
Guizhou-Central_PV-430,2033,1200000,12000,.
Guizhou-Central_PV-430,2038,1200000,12000,.
Guizhou-Central_PV-430,2043,1200000,12000,.
Guizhou-Central_PV-430,2048,1200000,12000,.
Guizhou-Central_PV-431,2023,1200000,12000,.
Guizhou-Central_PV-431,2028,1200000,12000,.
Guizhou-Central_PV-431,2033,1200000,12000,.
Guizhou-Central_PV-431,2038,1200000,12000,.
Guizhou-Central_PV-431,2043,1200000,12000,.
Guizhou-Central_PV-431,2048,1200000,12000,.
Guizhou-Central_PV-432,2023,1200000,12000,.
Guizhou-Central_PV-432,2028,1200000,12000,.
Guizhou-Central_PV-432,2033,1200000,12000,.
Guizhou-Central_PV-432,2038,1200000,12000,.
Guizhou-Central_PV-432,2043,1200000,12000,.
Guizhou-Central_PV-432,2048,1200000,12000,.
Guizhou-Central_PV-433,2023,1200000,12000,.
Guizhou-Central_PV-433,2028,1200000,12000,.
Guizhou-Central_PV-433,2033,1200000,12000,.
Guizhou-Central_PV-433,2038,1200000,12000,.
Guizhou-Central_PV-433,2043,1200000,12000,.
Guizhou-Central_PV-433,2048,1200000,12000,.
Guizhou-Central_PV-541,2023,1200000,12000,.
Guizhou-Central_PV-541,2028,1200000,12000,.
Guizhou-Central_PV-541,2033,1200000,12000,.
Guizhou-Central_PV-541,2038,1200000,12000,.
Guizhou-Central_PV-541,2043,1200000,12000,.
Guizhou-Central_PV-541,2048,1200000,12000,.
Guizhou-Central_PV_EP-ep-50090,2015,1439448,28789,.
Guizhou-Central_PV_EP-ep-50120,2016,1439448,28789,.
Guizhou-Central_PV_EP-ep-50151,2017,1439448,28789,.
Guizhou-Coal_1000_RC-12727,2023,578592,5309,.
Guizhou-Coal_1000_RC-12727,2028,578592,5309,.
Guizhou-Coal_1000_RC-12727,2033,578592,5309,.
Guizhou-Coal_1000_RC-12727,2038,578592,5309,.
Guizhou-Coal_1000_RC-12727,2043,578592,5309,.
Guizhou-Coal_1000_RC-12727,2048,578592,5309,.
Guizhou-Coal_1000_RC-12737,2023,578592,5309,.
Guizhou-Coal_1000_RC-12737,2028,578592,5309,.
Guizhou-Coal_1000_RC-12737,2033,578592,5309,.
Guizhou-Coal_1000_RC-12737,2038,578592,5309,.
Guizhou-Coal_1000_RC-12737,2043,578592,5309,.
Guizhou-Coal_1000_RC-12737,2048,578592,5309,.
Guizhou-Coal_1000_RC-12747,2023,578592,5309,.
Guizhou-Coal_1000_RC-12747,2028,578592,5309,.
Guizhou-Coal_1000_RC-12747,2033,578592,5309,.
Guizhou-Coal_1000_RC-12747,2038,578592,5309,.
Guizhou-Coal_1000_RC-12747,2043,578592,5309,.
Guizhou-Coal_1000_RC-12747,2048,578592,5309,.
Guizhou-Coal_1000_RC-12757,2023,578592,5309,.
Guizhou-Coal_1000_RC-12757,2028,578592,5309,.
Guizhou-Coal_1000_RC-12757,2033,578592,5309,.
Guizhou-Coal_1000_RC-12757,2038,578592,5309,.
Guizhou-Coal_1000_RC-12757,2043,578592,5309,.
Guizhou-Coal_1000_RC-12757,2048,578592,5309,.
Guizhou-Coal_100_RC-ep-2200,2006,805257,15486,.
Guizhou-Coal_100_RC-ep-2201,2005,805257,15486,.
Guizhou-Coal_100_RC-ep-2202,2005,805257,15486,.
Guizhou-Coal_100_RC-ep-2203,2009,805257,15486,.
Guizhou-Coal_100_RC-ep-2204,2009,805257,15486,.
Guizhou-Coal_100_RC-ep-2205,2002,805257,15486,.
Guizhou-Coal_100_RC-ep-2206,2002,805257,15486,.
Guizhou-Coal_100_RC-ep-2207,2002,805257,15486,.
Guizhou-Coal_100_RC-ep-2208,2001,805257,15486,.
Guizhou-Coal_300_RC-12731,2023,630091,6059,.
Guizhou-Coal_300_RC-12731,2028,630091,6059,.
Guizhou-Coal_300_RC-12731,2033,630091,6059,.
Guizhou-Coal_300_RC-12731,2038,630091,6059,.
Guizhou-Coal_300_RC-12731,2043,630091,6059,.
Guizhou-Coal_300_RC-12731,2048,630091,6059,.
Guizhou-Coal_300_RC-12741,2023,630091,6059,.
Guizhou-Coal_300_RC-12741,2028,630091,6059,.
Guizhou-Coal_300_RC-12741,2033,630091,6059,.
