GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Guangdong-EP_Coal_300_RC-ep-1920,2009,628457,12086,.
Guangdong-EP_Coal_300_RC-ep-1921,2009,628457,12086,.
Guangdong-EP_Coal_300_RC-ep-1930,2012,628457,12086,.
Guangdong-EP_Coal_300_RC-ep-1931,2012,628457,12086,.
Guangdong-EP_Coal_300_RC-ep-1936,1990,628457,12086,.
Guangdong-EP_Coal_300_RC-ep-1937,1990,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1898,1987,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1899,1987,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1900,2010,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1901,2010,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1902,2003,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1903,2002,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1914,1997,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1915,1996,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1916,1993,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1917,1993,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1924,1996,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1925,1996,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1926,1997,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1927,1996,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1928,1994,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1929,1993,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1932,2000,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1933,1999,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1934,1995,628457,12086,.
Guangdong-EP_Coal_300_SEA-ep-1935,1995,628457,12086,.
Guangdong-EP_Coal_600_RC-ep-1857,2009,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-1858,2009,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-1861,2011,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-1862,2011,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-1877,1990,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-3148,2016,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-3149,2016,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-3150,2016,572986,10514,.
Guangdong-EP_Coal_600_RC-ep-3151,2016,572986,10514,.
Guangdong-EP_Coal_600_SEA-ep-1846,2001,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1847,2000,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1848,1996,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1849,1996,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1850,1996,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1851,2011,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1852,2011,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1853,2013,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1854,2013,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1855,2006,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1856,2006,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1859,2007,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1860,2007,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1863,2008,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1864,2008,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1865,2007,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1866,2007,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1867,2005,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1868,2006,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1869,2006,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1870,2005,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1871,2004,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1872,2003,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1873,2009,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1874,2009,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1875,2011,512262,9400,.
Guangdong-EP_Coal_600_SEA-ep-1876,2011,512262,9400,.
Guangdong-EP_Gas_CCGT_OT-ep-1977,2009,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1845,1990,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1894,1990,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1938,2005,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1939,2003,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1953,2005,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1954,2004,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1955,2010,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1956,2010,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1957,2008,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1958,2008,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1959,2006,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1960,2006,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1961,2011,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1962,2011,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1963,2011,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1964,2011,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1965,2012,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1966,2012,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1967,2010,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1968,2010,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1969,2011,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1970,2006,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1971,2006,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1972,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1973,1990,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1974,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1975,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-1976,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3152,2016,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3153,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3154,2019,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3161,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3162,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3163,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3164,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3165,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_RC-ep-3166,2018,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1879,2014,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1880,2014,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1881,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1882,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1883,2009,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1884,2009,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1885,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1886,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1887,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1888,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1889,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1890,2006,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1891,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1892,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1893,2007,665600,12800,.
Guangdong-EP_Gas_CCGT_SEA-ep-1895,2011,665600,12800,.
Guangdong-Gas_CCGT_OT-12489,2023,665600,6400,.
Guangdong-Gas_CCGT_OT-12489,2028,665600,6400,.
Guangdong-Gas_CCGT_OT-12489,2033,665600,6400,.
Guangdong-Gas_CCGT_OT-12489,2038,665600,6400,.
Guangdong-Gas_CCGT_OT-12489,2043,665600,6400,.
Guangdong-Gas_CCGT_OT-12489,2048,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2023,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2028,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2033,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2038,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2043,665600,6400,.
Guangdong-Gas_CCGT_OT-12551,2048,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2023,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2028,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2033,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2038,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2043,665600,6400,.
Guangdong-Gas_CCGT_OT-12577,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12481,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12499,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12517,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12543,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12561,2048,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2023,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2028,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2033,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2038,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2043,665600,6400,.
Guangdong-Gas_CCGT_RC-12587,2048,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2023,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2028,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2033,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2038,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2043,665600,6400,.
Guangdong-Gas_CCGT_SEA-12507,2048,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2023,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2028,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2033,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2038,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2043,665600,6400,.
Guangdong-Gas_CCGT_SEA-12525,2048,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2023,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2028,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2033,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2038,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2043,665600,6400,.
Guangdong-Gas_CCGT_SEA-12533,2048,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2023,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2028,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2033,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2038,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2043,665600,6400,.
Guangdong-Gas_CCGT_SEA-12569,2048,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2023,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2028,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2033,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2038,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2043,665600,6400,.
Guangdong-Gas_CCGT_SEA-12595,2048,665600,6400,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2023,484343,4657,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2028,484343,4657,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2033,484343,4657,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2038,484343,4657,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2043,484343,4657,.
Guangdong-Gas_Combustion_Turbine_RC-13447,2048,484343,4657,.
Guangdong-Hydro_NonPumped-ep-30007,1981,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30038,1982,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30069,1983,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30100,1984,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30131,1985,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30162,1986,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30193,1987,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30224,1988,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30255,1989,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30286,1990,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30317,1991,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30348,1992,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30379,1993,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30410,1994,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30441,1995,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30472,1996,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30503,1997,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30534,1998,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30562,1999,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30585,2000,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30609,2001,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30632,2002,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30655,2003,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30678,2004,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30726,2005,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30750,2006,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30773,2007,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30796,2008,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30816,2009,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30841,2010,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30920,2016,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30971,2013,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30972,2012,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30977,2014,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30986,2015,1342278,3300,.
Guangdong-Hydro_NonPumped-ep-30999,2011,1342278,3300,.
Guangdong-Hydro_Pumped-ep-35004,2010,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35007,2010,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35014,1994,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35019,2000,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35031,2009,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35045,2020,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35046,2020,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35047,2020,1098228,2700,0
Guangdong-Hydro_Pumped-ep-35052,2016,1098228,2700,0
Guangdong-Nuclear_EP_SEA-ep-3155,2020,2378486,60000,.
Guangdong-Nuclear_EP_SEA-ep-3156,2020,2378486,60000,.
Guangdong-Nuclear_EP_SEA-ep-60001,1994,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60002,1994,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60003,2002,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60004,2003,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60014,2010,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60015,2011,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60029,2013,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60030,2014,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60037,2014,2378486,40000,.
Guangdong-Nuclear_EP_SEA-ep-60038,2014,2378486,40000,.
Guangdong-Nuclear_SEA-13127,2023,2140637,18000,.
Guangdong-Nuclear_SEA-13127,2028,2140637,18000,.
Guangdong-Nuclear_SEA-13127,2033,2140637,18000,.
Guangdong-Nuclear_SEA-13127,2038,2140637,18000,.
Guangdong-Nuclear_SEA-13127,2043,2140637,18000,.
Guangdong-Nuclear_SEA-13127,2048,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2023,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2028,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2033,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2038,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2043,2140637,18000,.
Guangdong-Nuclear_SEA-13129,2048,2140637,18000,.
Guangdong-Nuclear_SMR-13446,2023,4034304,36000,.
Guangdong-Nuclear_SMR-13446,2028,4034304,36000,.
Guangdong-Nuclear_SMR-13446,2033,4034304,36000,.
Guangdong-Nuclear_SMR-13446,2038,4034304,36000,.
Guangdong-Nuclear_SMR-13446,2043,4034304,36000,.
Guangdong-Nuclear_SMR-13446,2048,4034304,36000,.
Guangdong-Offshore_Wind-13441,2023,2183527,21748,.
Guangdong-Offshore_Wind-13441,2028,2158450,21498,.
Guangdong-Offshore_Wind-13441,2033,2132833,21243,.
Guangdong-Offshore_Wind-13441,2038,2104835,20965,.
Guangdong-Offshore_Wind-13441,2043,2057298,20491,.
Guangdong-Offshore_Wind-13441,2048,2013675,20057,.
Guangdong-Residential_PV-216,2023,2398125,23981,.
Guangdong-Residential_PV-216,2028,2305552,23055,.
Guangdong-Residential_PV-216,2033,2249887,22499,.
Guangdong-Residential_PV-216,2038,2200094,22001,.
Guangdong-Residential_PV-216,2043,2149909,21499,.
Guangdong-Residential_PV-216,2048,2106182,21062,.
Guangdong-Residential_PV-217,2023,2398125,23981,.
Guangdong-Residential_PV-217,2028,2305552,23055,.
Guangdong-Residential_PV-217,2033,2249887,22499,.
Guangdong-Residential_PV-217,2038,2200094,22001,.
Guangdong-Residential_PV-217,2043,2149909,21499,.
Guangdong-Residential_PV-217,2048,2106182,21062,.
Guangdong-Residential_PV-218,2023,2398125,23981,.
Guangdong-Residential_PV-218,2028,2305552,23055,.
Guangdong-Residential_PV-218,2033,2249887,22499,.
Guangdong-Residential_PV-218,2038,2200094,22001,.
Guangdong-Residential_PV-218,2043,2149909,21499,.
Guangdong-Residential_PV-218,2048,2106182,21062,.
Guangdong-Residential_PV-219,2023,2398125,23981,.
Guangdong-Residential_PV-219,2028,2305552,23055,.
Guangdong-Residential_PV-219,2033,2249887,22499,.
Guangdong-Residential_PV-219,2038,2200094,22001,.
Guangdong-Residential_PV-219,2043,2149909,21499,.
Guangdong-Residential_PV-219,2048,2106182,21062,.
Guangdong-Residential_PV-220,2023,2398125,23981,.
Guangdong-Residential_PV-220,2028,2305552,23055,.
Guangdong-Residential_PV-220,2033,2249887,22499,.
Guangdong-Residential_PV-220,2038,2200094,22001,.
Guangdong-Residential_PV-220,2043,2149909,21499,.
Guangdong-Residential_PV-220,2048,2106182,21062,.
Guangdong-Residential_PV-221,2023,2398125,23981,.
Guangdong-Residential_PV-221,2028,2305552,23055,.
Guangdong-Residential_PV-221,2033,2249887,22499,.
Guangdong-Residential_PV-221,2038,2200094,22001,.
Guangdong-Residential_PV-221,2043,2149909,21499,.
Guangdong-Residential_PV-221,2048,2106182,21062,.
Guangdong-Residential_PV-222,2023,2398125,23981,.
Guangdong-Residential_PV-222,2028,2305552,23055,.
Guangdong-Residential_PV-222,2033,2249887,22499,.
Guangdong-Residential_PV-222,2038,2200094,22001,.
Guangdong-Residential_PV-222,2043,2149909,21499,.
Guangdong-Residential_PV-222,2048,2106182,21062,.
Guangdong-Residential_PV-397,2023,2398125,23981,.
Guangdong-Residential_PV-397,2028,2305552,23055,.
Guangdong-Residential_PV-397,2033,2249887,22499,.
Guangdong-Residential_PV-397,2038,2200094,22001,.
Guangdong-Residential_PV-397,2043,2149909,21499,.
Guangdong-Residential_PV-397,2048,2106182,21062,.
Guangdong-Wind-1004,2023,1129443,11249,.
Guangdong-Wind-1004,2028,1104447,11000,.
Guangdong-Wind-1004,2033,1079254,10750,.
Guangdong-Wind-1004,2038,1054209,10500,.
Guangdong-Wind-1004,2043,1028649,10245,.
Guangdong-Wind-1004,2048,1006838,10028,.
Guangdong-Wind-1005,2023,1129443,11249,.
Guangdong-Wind-1005,2028,1104447,11000,.
Guangdong-Wind-1005,2033,1079254,10750,.
Guangdong-Wind-1005,2038,1054209,10500,.
Guangdong-Wind-1005,2043,1028649,10245,.
Guangdong-Wind-1005,2048,1006838,10028,.
Guangdong-Wind-1006,2023,1129443,11249,.
Guangdong-Wind-1006,2028,1104447,11000,.
Guangdong-Wind-1006,2033,1079254,10750,.
Guangdong-Wind-1006,2038,1054209,10500,.
Guangdong-Wind-1006,2043,1028649,10245,.
Guangdong-Wind-1006,2048,1006838,10028,.
Guangdong-Wind-1008,2023,1129443,11249,.
Guangdong-Wind-1008,2028,1104447,11000,.
Guangdong-Wind-1008,2033,1079254,10750,.
Guangdong-Wind-1008,2038,1054209,10500,.
Guangdong-Wind-1008,2043,1028649,10245,.
Guangdong-Wind-1008,2048,1006838,10028,.
Guangdong-Wind-1009,2023,1129443,11249,.
Guangdong-Wind-1009,2028,1104447,11000,.
Guangdong-Wind-1009,2033,1079254,10750,.
Guangdong-Wind-1009,2038,1054209,10500,.
Guangdong-Wind-1009,2043,1028649,10245,.
Guangdong-Wind-1009,2048,1006838,10028,.
Guangdong-Wind-1011,2023,1129443,11249,.
Guangdong-Wind-1011,2028,1104447,11000,.
Guangdong-Wind-1011,2033,1079254,10750,.
Guangdong-Wind-1011,2038,1054209,10500,.
Guangdong-Wind-1011,2043,1028649,10245,.
Guangdong-Wind-1011,2048,1006838,10028,.
Guangdong-Wind-1013,2023,1129443,11249,.
Guangdong-Wind-1013,2028,1104447,11000,.
Guangdong-Wind-1013,2033,1079254,10750,.
Guangdong-Wind-1013,2038,1054209,10500,.
Guangdong-Wind-1013,2043,1028649,10245,.
Guangdong-Wind-1013,2048,1006838,10028,.
Guangdong-Wind-1014,2023,1129443,11249,.
Guangdong-Wind-1014,2028,1104447,11000,.
Guangdong-Wind-1014,2033,1079254,10750,.
Guangdong-Wind-1014,2038,1054209,10500,.
Guangdong-Wind-1014,2043,1028649,10245,.
Guangdong-Wind-1014,2048,1006838,10028,.
Guangdong-Wind-1016,2023,1129443,11249,.
Guangdong-Wind-1016,2028,1104447,11000,.
Guangdong-Wind-1016,2033,1079254,10750,.
Guangdong-Wind-1016,2038,1054209,10500,.
Guangdong-Wind-1016,2043,1028649,10245,.
Guangdong-Wind-1016,2048,1006838,10028,.
Guangdong-Wind-1017,2023,1129443,11249,.
Guangdong-Wind-1017,2028,1104447,11000,.
Guangdong-Wind-1017,2033,1079254,10750,.
Guangdong-Wind-1017,2038,1054209,10500,.
Guangdong-Wind-1017,2043,1028649,10245,.
Guangdong-Wind-1017,2048,1006838,10028,.
Guangdong-Wind-1019,2023,1129443,11249,.
Guangdong-Wind-1019,2028,1104447,11000,.
Guangdong-Wind-1019,2033,1079254,10750,.
Guangdong-Wind-1019,2038,1054209,10500,.
Guangdong-Wind-1019,2043,1028649,10245,.
Guangdong-Wind-1019,2048,1006838,10028,.
Guangdong-Wind-1020,2023,1129443,11249,.
Guangdong-Wind-1020,2028,1104447,11000,.
Guangdong-Wind-1020,2033,1079254,10750,.
Guangdong-Wind-1020,2038,1054209,10500,.
Guangdong-Wind-1020,2043,1028649,10245,.
Guangdong-Wind-1020,2048,1006838,10028,.
Guangdong-Wind_EP-ep-40010,2007,1204800,12000,.
Guangdong-Wind_EP-ep-40027,2008,1204800,12000,.
Guangdong-Wind_EP-ep-40047,2009,1204800,12000,.
Guangdong-Wind_EP-ep-40108,2013,1204800,12000,.
Guangdong-Wind_EP-ep-40135,2014,1204800,12000,.
Guangdong-Wind_EP-ep-40164,2015,1204800,12000,.
Guangdong-Wind_EP-ep-40192,2016,1204800,12000,.
Guangdong-Wind_EP-ep-40220,2017,1204800,12000,.
Guangdong-Wind_EP-ep-40243,2010,1204800,12000,.
Guangdong-Wind_EP-ep-40261,2011,1204800,12000,.
Guangxi-Battery_Storage-11198,2023,1485958,13421,0
Guangxi-Battery_Storage-11198,2028,1346607,12162,0
Guangxi-Battery_Storage-11198,2033,1328640,12000,0
Guangxi-Battery_Storage-11198,2038,1328640,12000,0
Guangxi-Battery_Storage-11198,2043,1328640,12000,0
Guangxi-Battery_Storage-11198,2048,1328640,12000,0
Guangxi-Central_PV-423,2023,1200000,12000,.
Guangxi-Central_PV-423,2028,1200000,12000,.
Guangxi-Central_PV-423,2033,1200000,12000,.
Guangxi-Central_PV-423,2038,1200000,12000,.
Guangxi-Central_PV-423,2043,1200000,12000,.
Guangxi-Central_PV-423,2048,1200000,12000,.
Guangxi-Central_PV-424,2023,1200000,12000,.
Guangxi-Central_PV-424,2028,1200000,12000,.
Guangxi-Central_PV-424,2033,1200000,12000,.
Guangxi-Central_PV-424,2038,1200000,12000,.
Guangxi-Central_PV-424,2043,1200000,12000,.
Guangxi-Central_PV-424,2048,1200000,12000,.
Guangxi-Central_PV-425,2023,1200000,12000,.
Guangxi-Central_PV-425,2028,1200000,12000,.
Guangxi-Central_PV-425,2033,1200000,12000,.
