GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
Jilin-Coal_IGCC_RC-11789,1.0,8.89
Jilin-Coal_IGCC_RC-11805,0.4,12.75715
Jilin-Coal_IGCC_RC-11805,1.0,8.89
Jilin-Coal_Small_OT-ep-675,0.4,10.3845
Jilin-Coal_Small_OT-ep-675,1.0,9.66
Jilin-Coal_Small_RC-ep-663,0.4,10.406
Jilin-Coal_Small_RC-ep-663,1.0,9.68
Jilin-Coal_Small_RC-ep-710,0.4,10.406
Jilin-Coal_Small_RC-ep-710,1.0,9.68
Jilin-Coal_Small_RC-ep-715,0.4,10.406
Jilin-Coal_Small_RC-ep-715,1.0,9.68
Jilin-Coal_Small_RC-ep-719,0.4,10.406
Jilin-Coal_Small_RC-ep-719,1.0,9.68
Jilin-Coal_Small_RC-ep-720,0.4,10.406
Jilin-Coal_Small_RC-ep-720,1.0,9.68
Jilin-Coal_Small_RC-ep-721,0.4,10.406
Jilin-Coal_Small_RC-ep-721,1.0,9.68
Jilin-EP_Coal_300_DRY-ep-680,0.4,9.46
Jilin-EP_Coal_300_DRY-ep-680,1.0,8.8
Jilin-EP_Coal_300_DRY-ep-681,0.4,9.46
Jilin-EP_Coal_300_DRY-ep-681,1.0,8.8
Jilin-EP_Coal_300_RC-ep-670,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-670,1.0,8.53
Jilin-EP_Coal_300_RC-ep-671,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-671,1.0,8.53
Jilin-EP_Coal_300_RC-ep-672,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-672,1.0,8.53
Jilin-EP_Coal_300_RC-ep-673,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-673,1.0,8.53
Jilin-EP_Coal_300_RC-ep-674,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-674,1.0,8.53
Jilin-EP_Coal_300_RC-ep-676,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-676,1.0,8.53
Jilin-EP_Coal_300_RC-ep-677,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-677,1.0,8.53
Jilin-EP_Coal_300_RC-ep-678,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-678,1.0,8.53
Jilin-EP_Coal_300_RC-ep-679,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-679,1.0,8.53
Jilin-EP_Coal_300_RC-ep-682,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-682,1.0,8.53
Jilin-EP_Coal_300_RC-ep-683,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-683,1.0,8.53
Jilin-EP_Coal_300_RC-ep-684,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-684,1.0,8.53
Jilin-EP_Coal_300_RC-ep-685,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-685,1.0,8.53
Jilin-EP_Coal_300_RC-ep-686,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-686,1.0,8.53
Jilin-EP_Coal_300_RC-ep-687,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-687,1.0,8.53
Jilin-EP_Coal_300_RC-ep-688,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-688,1.0,8.53
Jilin-EP_Coal_300_RC-ep-689,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-689,1.0,8.53
Jilin-EP_Coal_300_RC-ep-690,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-690,1.0,8.53
Jilin-EP_Coal_300_RC-ep-691,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-691,1.0,8.53
Jilin-EP_Coal_300_RC-ep-692,0.4,9.16975
Jilin-EP_Coal_300_RC-ep-692,1.0,8.53
Jilin-EP_Coal_600_DRY-ep-668,0.4,8.8795
Jilin-EP_Coal_600_DRY-ep-668,1.0,8.26
Jilin-EP_Coal_600_DRY-ep-669,0.4,8.8795
Jilin-EP_Coal_600_DRY-ep-669,1.0,8.26
Jilin-EP_Coal_600_RC-ep-664,0.4,8.52475
Jilin-EP_Coal_600_RC-ep-664,1.0,7.93
Jilin-EP_Coal_600_RC-ep-665,0.4,8.52475
Jilin-EP_Coal_600_RC-ep-665,1.0,7.93
Jilin-EP_Coal_600_RC-ep-666,0.4,8.52475
Jilin-EP_Coal_600_RC-ep-666,1.0,7.93
Jilin-EP_Coal_600_RC-ep-667,0.4,8.52475
Jilin-EP_Coal_600_RC-ep-667,1.0,7.93
Jilin-Gas_CCGT_RC-11695,0.45,9.64548
Jilin-Gas_CCGT_RC-11695,1.0,7.02
Jilin-Gas_CCGT_RC-11711,0.45,9.64548
Jilin-Gas_CCGT_RC-11711,1.0,7.02
Jilin-Gas_CCGT_RC-11727,0.45,9.64548
Jilin-Gas_CCGT_RC-11727,1.0,7.02
Jilin-Gas_CCGT_RC-11743,0.45,9.64548
Jilin-Gas_CCGT_RC-11743,1.0,7.02
Jilin-Gas_CCGT_RC-11759,0.45,9.64548
Jilin-Gas_CCGT_RC-11759,1.0,7.02
Jilin-Gas_CCGT_RC-11775,0.45,9.64548
Jilin-Gas_CCGT_RC-11775,1.0,7.02
Jilin-Gas_CCGT_RC-11791,0.45,9.64548
Jilin-Gas_CCGT_RC-11791,1.0,7.02
Jilin-Gas_CCGT_RC-11807,0.45,9.64548
Jilin-Gas_CCGT_RC-11807,1.0,7.02
Jilin-Gas_Combustion_Turbine_RC-13328,0.4,11.03368
Jilin-Gas_Combustion_Turbine_RC-13328,1.0,9.76
Liaoning-Coal_1000_DRY-11609,0.4,8.9225
Liaoning-Coal_1000_DRY-11609,1.0,8.3
Liaoning-Coal_1000_DRY-11633,0.4,8.9225
Liaoning-Coal_1000_DRY-11633,1.0,8.3
Liaoning-Coal_1000_DRY-11649,0.4,8.9225
Liaoning-Coal_1000_DRY-11649,1.0,8.3
Liaoning-Coal_1000_DRY-11665,0.4,8.9225
Liaoning-Coal_1000_DRY-11665,1.0,8.3
Liaoning-Coal_1000_DRY-11681,0.4,8.9225
Liaoning-Coal_1000_DRY-11681,1.0,8.3
Liaoning-Coal_1000_RC-11599,0.4,8.471
Liaoning-Coal_1000_RC-11599,1.0,7.88
Liaoning-Coal_1000_RC-11623,0.4,8.471
Liaoning-Coal_1000_RC-11623,1.0,7.88
Liaoning-Coal_1000_RC-11639,0.4,8.471
Liaoning-Coal_1000_RC-11639,1.0,7.88
Liaoning-Coal_1000_RC-11655,0.4,8.471
Liaoning-Coal_1000_RC-11655,1.0,7.88
Liaoning-Coal_1000_RC-11671,0.4,8.471
Liaoning-Coal_1000_RC-11671,1.0,7.88
Liaoning-Coal_1000_SEA-11615,0.4,8.471
Liaoning-Coal_1000_SEA-11615,1.0,7.88
Liaoning-Coal_100_RC-ep-632,0.4,9.7395
Liaoning-Coal_100_RC-ep-632,1.0,9.06
Liaoning-Coal_100_RC-ep-633,0.4,9.7395
Liaoning-Coal_100_RC-ep-633,1.0,9.06
Liaoning-Coal_100_RC-ep-634,0.4,9.7395
Liaoning-Coal_100_RC-ep-634,1.0,9.06
Liaoning-Coal_100_RC-ep-635,0.4,9.7395
Liaoning-Coal_100_RC-ep-635,1.0,9.06
Liaoning-Coal_100_RC-ep-636,0.4,9.7395
Liaoning-Coal_100_RC-ep-636,1.0,9.06
Liaoning-Coal_100_RC-ep-637,0.4,9.7395
Liaoning-Coal_100_RC-ep-637,1.0,9.06
Liaoning-Coal_100_RC-ep-638,0.4,9.7395
Liaoning-Coal_100_RC-ep-638,1.0,9.06
Liaoning-Coal_100_RC-ep-639,0.4,9.7395
Liaoning-Coal_100_RC-ep-639,1.0,9.06
Liaoning-Coal_100_RC-ep-640,0.4,9.7395
Liaoning-Coal_100_RC-ep-640,1.0,9.06
Liaoning-Coal_100_RC-ep-641,0.4,9.7395
Liaoning-Coal_100_RC-ep-641,1.0,9.06
Liaoning-Coal_100_RC-ep-642,0.4,9.7395
Liaoning-Coal_100_RC-ep-642,1.0,9.06
Liaoning-Coal_100_RC-ep-643,0.4,9.7395
Liaoning-Coal_100_RC-ep-643,1.0,9.06
Liaoning-Coal_100_RC-ep-644,0.4,9.7395
Liaoning-Coal_100_RC-ep-644,1.0,9.06
Liaoning-Coal_100_RC-ep-645,0.4,9.7395
Liaoning-Coal_100_RC-ep-645,1.0,9.06
Liaoning-Coal_100_RC-ep-647,0.4,9.7395
Liaoning-Coal_100_RC-ep-647,1.0,9.06
Liaoning-Coal_100_RC-ep-648,0.4,9.7395
Liaoning-Coal_100_RC-ep-648,1.0,9.06
Liaoning-Coal_100_RC-ep-649,0.4,9.7395
Liaoning-Coal_100_RC-ep-649,1.0,9.06
Liaoning-Coal_100_RC-ep-650,0.4,9.7395
Liaoning-Coal_100_RC-ep-650,1.0,9.06
Liaoning-Coal_100_RC-ep-651,0.4,9.7395
Liaoning-Coal_100_RC-ep-651,1.0,9.06
Liaoning-Coal_100_RC-ep-652,0.4,9.7395
Liaoning-Coal_100_RC-ep-652,1.0,9.06
Liaoning-Coal_100_RC-ep-653,0.4,9.7395
Liaoning-Coal_100_RC-ep-653,1.0,9.06
Liaoning-Coal_100_RC-ep-654,0.4,9.7395
Liaoning-Coal_100_RC-ep-654,1.0,9.06
Liaoning-Coal_100_RC-ep-655,0.4,9.7395
Liaoning-Coal_100_RC-ep-655,1.0,9.06
Liaoning-Coal_100_RC-ep-656,0.4,9.7395
Liaoning-Coal_100_RC-ep-656,1.0,9.06
Liaoning-Coal_100_RC-ep-657,0.4,9.7395
Liaoning-Coal_100_RC-ep-657,1.0,9.06
Liaoning-Coal_100_RC-ep-658,0.4,9.7395
Liaoning-Coal_100_RC-ep-658,1.0,9.06
Liaoning-Coal_300_DRY-11613,0.4,10.07275
Liaoning-Coal_300_DRY-11613,1.0,9.37
Liaoning-Coal_300_DRY-11637,0.4,10.07275
Liaoning-Coal_300_DRY-11637,1.0,9.37
Liaoning-Coal_300_DRY-11653,0.4,10.07275
Liaoning-Coal_300_DRY-11653,1.0,9.37
Liaoning-Coal_300_DRY-11669,0.4,10.07275
Liaoning-Coal_300_DRY-11669,1.0,9.37
Liaoning-Coal_300_DRY-11685,0.4,10.07275
Liaoning-Coal_300_DRY-11685,1.0,9.37
Liaoning-Coal_300_RC-11603,0.4,9.589
Liaoning-Coal_300_RC-11603,1.0,8.92
Liaoning-Coal_300_RC-11627,0.4,9.589
Liaoning-Coal_300_RC-11627,1.0,8.92
Liaoning-Coal_300_RC-11643,0.4,9.589
Liaoning-Coal_300_RC-11643,1.0,8.92
Liaoning-Coal_300_RC-11659,0.4,9.589
Liaoning-Coal_300_RC-11659,1.0,8.92
Liaoning-Coal_300_RC-11675,0.4,9.589
Liaoning-Coal_300_RC-11675,1.0,8.92
Liaoning-Coal_300_SEA-11619,0.4,9.589
Liaoning-Coal_300_SEA-11619,1.0,8.92
Liaoning-Coal_600_DRY-11611,0.4,9.6105
Liaoning-Coal_600_DRY-11611,1.0,8.94
Liaoning-Coal_600_DRY-11635,0.4,9.6105
Liaoning-Coal_600_DRY-11635,1.0,8.94
Liaoning-Coal_600_DRY-11651,0.4,9.6105
Liaoning-Coal_600_DRY-11651,1.0,8.94
Liaoning-Coal_600_DRY-11667,0.4,9.6105
Liaoning-Coal_600_DRY-11667,1.0,8.94
Liaoning-Coal_600_DRY-11683,0.4,9.6105
Liaoning-Coal_600_DRY-11683,1.0,8.94
Liaoning-Coal_600_RC-11601,0.4,9.08375
Liaoning-Coal_600_RC-11601,1.0,8.45
Liaoning-Coal_600_RC-11625,0.4,9.08375
Liaoning-Coal_600_RC-11625,1.0,8.45
Liaoning-Coal_600_RC-11641,0.4,9.08375
Liaoning-Coal_600_RC-11641,1.0,8.45
Liaoning-Coal_600_RC-11657,0.4,9.08375
Liaoning-Coal_600_RC-11657,1.0,8.45
Liaoning-Coal_600_RC-11673,0.4,9.08375
Liaoning-Coal_600_RC-11673,1.0,8.45
Liaoning-Coal_600_SEA-11617,0.4,9.08375
Liaoning-Coal_600_SEA-11617,1.0,8.45
Liaoning-Coal_IGCC_RC-11605,0.4,12.75715
Liaoning-Coal_IGCC_RC-11605,1.0,8.89
Liaoning-Coal_IGCC_RC-11629,0.4,12.75715
Liaoning-Coal_IGCC_RC-11629,1.0,8.89
Liaoning-Coal_IGCC_RC-11645,0.4,12.75715
Liaoning-Coal_IGCC_RC-11645,1.0,8.89
Liaoning-Coal_IGCC_RC-11661,0.4,12.75715
Liaoning-Coal_IGCC_RC-11661,1.0,8.89
Liaoning-Coal_IGCC_RC-11677,0.4,12.75715
Liaoning-Coal_IGCC_RC-11677,1.0,8.89
Liaoning-Coal_Small_OT-ep-660,0.4,10.3845
Liaoning-Coal_Small_OT-ep-660,1.0,9.66
Liaoning-Coal_Small_RC-ep-575,0.4,10.406
Liaoning-Coal_Small_RC-ep-575,1.0,9.68
Liaoning-Coal_Small_RC-ep-592,0.4,10.406
Liaoning-Coal_Small_RC-ep-592,1.0,9.68
Liaoning-Coal_Small_RC-ep-593,0.4,10.406
Liaoning-Coal_Small_RC-ep-593,1.0,9.68
Liaoning-Coal_Small_RC-ep-631,0.4,10.406
Liaoning-Coal_Small_RC-ep-631,1.0,9.68
Liaoning-Coal_Small_RC-ep-659,0.4,10.406
Liaoning-Coal_Small_RC-ep-659,1.0,9.68
Liaoning-Coal_Small_SEA-ep-646,0.4,10.3845
Liaoning-Coal_Small_SEA-ep-646,1.0,9.66
Liaoning-EP_Coal_1000_SEA-ep-576,0.4,8.2345
Liaoning-EP_Coal_1000_SEA-ep-576,1.0,7.66
Liaoning-EP_Coal_1000_SEA-ep-577,0.4,8.2345
Liaoning-EP_Coal_1000_SEA-ep-577,1.0,7.66
Liaoning-EP_Coal_1000_SEA-ep-578,0.4,8.2345
Liaoning-EP_Coal_1000_SEA-ep-578,1.0,7.66
Liaoning-EP_Coal_1000_SEA-ep-579,0.4,8.2345
Liaoning-EP_Coal_1000_SEA-ep-579,1.0,7.66
Liaoning-EP_Coal_300_DRY-ep-619,0.4,9.46
Liaoning-EP_Coal_300_DRY-ep-619,1.0,8.8
Liaoning-EP_Coal_300_DRY-ep-620,0.4,9.46
Liaoning-EP_Coal_300_DRY-ep-620,1.0,8.8
Liaoning-EP_Coal_300_RC-ep-594,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-594,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-595,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-595,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-596,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-596,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-597,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-597,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-604,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-604,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-605,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-605,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-606,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-606,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-607,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-607,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-608,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-608,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-609,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-609,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-614,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-614,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-615,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-615,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-616,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-616,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-617,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-617,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-618,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-618,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-621,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-621,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-622,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-622,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-623,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-623,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-624,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-624,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-625,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-625,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-626,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-626,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-627,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-627,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-628,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-628,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-629,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-629,1.0,8.53
Liaoning-EP_Coal_300_RC-ep-630,0.4,9.16975
Liaoning-EP_Coal_300_RC-ep-630,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-598,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-598,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-599,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-599,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-600,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-600,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-601,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-601,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-602,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-602,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-603,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-603,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-610,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-610,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-611,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-611,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-612,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-612,1.0,8.53
Liaoning-EP_Coal_300_SEA-ep-613,0.4,9.16975
Liaoning-EP_Coal_300_SEA-ep-613,1.0,8.53
Liaoning-EP_Coal_600_DRY-ep-590,0.4,8.8795
Liaoning-EP_Coal_600_DRY-ep-590,1.0,8.26
Liaoning-EP_Coal_600_DRY-ep-591,0.4,8.8795
Liaoning-EP_Coal_600_DRY-ep-591,1.0,8.26
Liaoning-EP_Coal_600_RC-ep-3062,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-3062,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-3063,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-3063,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-580,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-580,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-581,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-581,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-582,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-582,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-583,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-583,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-584,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-584,1.0,7.93
Liaoning-EP_Coal_600_RC-ep-585,0.4,8.52475
Liaoning-EP_Coal_600_RC-ep-585,1.0,7.93
Liaoning-EP_Coal_600_SEA-ep-586,0.4,8.52475
Liaoning-EP_Coal_600_SEA-ep-586,1.0,7.93
Liaoning-EP_Coal_600_SEA-ep-587,0.4,8.52475
Liaoning-EP_Coal_600_SEA-ep-587,1.0,7.93
Liaoning-EP_Coal_600_SEA-ep-588,0.4,8.52475
Liaoning-EP_Coal_600_SEA-ep-588,1.0,7.93
Liaoning-EP_Coal_600_SEA-ep-589,0.4,8.52475
Liaoning-EP_Coal_600_SEA-ep-589,1.0,7.93
Liaoning-Gas_CCGT_RC-11607,0.45,9.64548
Liaoning-Gas_CCGT_RC-11607,1.0,7.02
Liaoning-Gas_CCGT_RC-11631,0.45,9.64548
Liaoning-Gas_CCGT_RC-11631,1.0,7.02
Liaoning-Gas_CCGT_RC-11647,0.45,9.64548
Liaoning-Gas_CCGT_RC-11647,1.0,7.02
Liaoning-Gas_CCGT_RC-11663,0.45,9.64548
Liaoning-Gas_CCGT_RC-11663,1.0,7.02
Liaoning-Gas_CCGT_RC-11679,0.45,9.64548
Liaoning-Gas_CCGT_RC-11679,1.0,7.02
Liaoning-Gas_CCGT_SEA-11621,0.45,8.88978
Liaoning-Gas_CCGT_SEA-11621,1.0,6.47
Liaoning-Gas_Combustion_Turbine_RC-13345,0.4,11.03368
Liaoning-Gas_Combustion_Turbine_RC-13345,1.0,9.76
Ningxia-Coal_1000_DRY-12925,0.4,8.9225
Ningxia-Coal_1000_DRY-12925,1.0,8.3
Ningxia-Coal_1000_RC-12915,0.4,8.471
Ningxia-Coal_1000_RC-12915,1.0,7.88
Ningxia-Coal_100_RC-ep-2435,0.4,9.7395
Ningxia-Coal_100_RC-ep-2435,1.0,9.06
Ningxia-Coal_100_RC-ep-2436,0.4,9.7395
Ningxia-Coal_100_RC-ep-2436,1.0,9.06
Ningxia-Coal_100_RC-ep-2439,0.4,9.7395
Ningxia-Coal_100_RC-ep-2439,1.0,9.06
Ningxia-Coal_100_RC-ep-2440,0.4,9.7395
Ningxia-Coal_100_RC-ep-2440,1.0,9.06
Ningxia-Coal_100_RC-ep-2442,0.4,9.7395
Ningxia-Coal_100_RC-ep-2442,1.0,9.06
Ningxia-Coal_100_RC-ep-2443,0.4,9.7395
Ningxia-Coal_100_RC-ep-2443,1.0,9.06
Ningxia-Coal_100_RC-ep-2444,0.4,9.7395
Ningxia-Coal_100_RC-ep-2444,1.0,9.06
Ningxia-Coal_100_RC-ep-2445,0.4,9.7395
Ningxia-Coal_100_RC-ep-2445,1.0,9.06
Ningxia-Coal_100_RC-ep-2446,0.4,9.7395
Ningxia-Coal_100_RC-ep-2446,1.0,9.06
Ningxia-Coal_300_DRY-12929,0.4,10.07275
Ningxia-Coal_300_DRY-12929,1.0,9.37
Ningxia-Coal_300_RC-12919,0.4,9.589
Ningxia-Coal_300_RC-12919,1.0,8.92
Ningxia-Coal_600_DRY-12927,0.4,9.6105
Ningxia-Coal_600_DRY-12927,1.0,8.94
Ningxia-Coal_600_RC-12917,0.4,9.08375
Ningxia-Coal_600_RC-12917,1.0,8.45
Ningxia-Coal_IGCC_RC-12921,0.4,12.75715
Ningxia-Coal_IGCC_RC-12921,1.0,8.89
Ningxia-Coal_Small_RC-ep-2398,0.4,10.406
Ningxia-Coal_Small_RC-ep-2398,1.0,9.68
Ningxia-Coal_Small_RC-ep-2441,0.4,10.406
Ningxia-Coal_Small_RC-ep-2441,1.0,9.68
Ningxia-EP_Coal_1000_DRY-ep-2399,0.4,8.41725
Ningxia-EP_Coal_1000_DRY-ep-2399,1.0,7.83
Ningxia-EP_Coal_1000_DRY-ep-2400,0.4,8.41725
Ningxia-EP_Coal_1000_DRY-ep-2400,1.0,7.83
Ningxia-EP_Coal_300_DRY-ep-2409,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2409,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2410,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2410,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2411,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2411,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2412,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2412,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2413,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2413,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2414,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2414,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2427,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2427,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2428,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2428,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2429,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2429,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2430,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2430,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2431,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2431,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-2432,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-2432,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-3207,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-3207,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-3208,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-3208,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-3209,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-3209,1.0,8.8
Ningxia-EP_Coal_300_DRY-ep-3210,0.4,9.46
Ningxia-EP_Coal_300_DRY-ep-3210,1.0,8.8
Ningxia-EP_Coal_300_RC-ep-2415,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2415,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2416,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2416,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2417,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2417,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2418,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2418,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2419,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2419,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2420,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2420,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2421,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2421,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2422,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2422,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2423,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2423,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2424,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2424,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2425,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2425,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2426,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2426,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2433,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2433,1.0,8.53
Ningxia-EP_Coal_300_RC-ep-2434,0.4,9.16975
Ningxia-EP_Coal_300_RC-ep-2434,1.0,8.53
Ningxia-EP_Coal_600_DRY-ep-2401,0.4,8.8795
Ningxia-EP_Coal_600_DRY-ep-2401,1.0,8.26
Ningxia-EP_Coal_600_DRY-ep-2402,0.4,8.8795
Ningxia-EP_Coal_600_DRY-ep-2402,1.0,8.26
Ningxia-EP_Coal_600_DRY-ep-2403,0.4,8.8795
