GENERATION_PROJECT,gen_loading_level,gen_heat_rate_at_loading_level
Jiangsu-EP_Coal_600_OT-ep-3076,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-3076,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-3077,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-3077,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-863,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-863,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-864,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-864,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-869,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-869,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-870,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-870,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-871,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-871,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-872,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-872,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-875,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-875,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-876,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-876,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-877,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-877,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-878,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-878,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-879,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-879,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-880,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-880,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-881,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-881,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-882,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-882,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-883,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-883,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-884,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-884,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-885,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-885,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-886,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-886,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-887,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-887,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-888,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-888,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-889,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-889,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-895,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-895,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-896,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-896,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-897,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-897,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-898,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-898,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-899,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-899,1.0,7.93
Jiangsu-EP_Coal_600_OT-ep-900,0.4,8.52475
Jiangsu-EP_Coal_600_OT-ep-900,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-873,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-873,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-874,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-874,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-891,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-891,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-892,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-892,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-893,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-893,1.0,7.93
Jiangsu-EP_Coal_600_RC-ep-894,0.4,8.52475
Jiangsu-EP_Coal_600_RC-ep-894,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-3078,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-3078,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-861,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-861,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-862,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-862,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-865,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-865,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-866,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-866,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-867,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-867,1.0,7.93
Jiangsu-EP_Coal_600_SEA-ep-868,0.4,8.52475
Jiangsu-EP_Coal_600_SEA-ep-868,1.0,7.93
Jiangsu-EP_Gas_CCGT_OT-ep-912,0.45,8.68368
Jiangsu-EP_Gas_CCGT_OT-ep-912,1.0,6.32
Jiangsu-EP_Gas_CCGT_OT-ep-913,0.45,8.68368
Jiangsu-EP_Gas_CCGT_OT-ep-913,1.0,6.32
Jiangsu-EP_Gas_CCGT_RC-ep-1015,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-1015,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3079,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3079,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3080,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3080,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3081,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3081,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3082,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3082,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3083,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3083,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-3084,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-3084,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-901,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-901,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-902,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-902,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-903,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-903,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-904,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-904,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-906,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-906,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-907,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-907,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-908,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-908,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-909,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-909,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-910,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-910,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-911,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-911,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-971,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-971,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-972,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-972,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-973,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-973,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-975,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-975,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-976,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-976,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-977,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-977,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-978,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-978,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-979,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-979,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-980,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-980,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-981,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-981,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-982,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-982,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-983,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-983,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-984,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-984,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-985,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-985,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-986,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-986,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-987,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-987,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-988,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-988,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-989,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-989,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-990,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-990,1.0,6.86
Jiangsu-EP_Gas_CCGT_RC-ep-991,0.45,9.42564
Jiangsu-EP_Gas_CCGT_RC-ep-991,1.0,6.86
Jiangsu-Gas_CCGT_OT-11943,0.45,8.88978
Jiangsu-Gas_CCGT_OT-11943,1.0,6.47
Jiangsu-Gas_CCGT_OT-11961,0.45,8.88978
Jiangsu-Gas_CCGT_OT-11961,1.0,6.47
Jiangsu-Gas_CCGT_OT-11979,0.45,8.88978
Jiangsu-Gas_CCGT_OT-11979,1.0,6.47
Jiangsu-Gas_CCGT_OT-12005,0.45,8.88978
Jiangsu-Gas_CCGT_OT-12005,1.0,6.47
Jiangsu-Gas_CCGT_OT-12023,0.45,8.88978
Jiangsu-Gas_CCGT_OT-12023,1.0,6.47
Jiangsu-Gas_CCGT_RC-11953,0.45,9.64548
Jiangsu-Gas_CCGT_RC-11953,1.0,7.02
Jiangsu-Gas_CCGT_RC-11971,0.45,9.64548
Jiangsu-Gas_CCGT_RC-11971,1.0,7.02
Jiangsu-Gas_CCGT_RC-11989,0.45,9.64548
Jiangsu-Gas_CCGT_RC-11989,1.0,7.02
Jiangsu-Gas_CCGT_RC-12015,0.45,9.64548
Jiangsu-Gas_CCGT_RC-12015,1.0,7.02
Jiangsu-Gas_CCGT_RC-12033,0.45,9.64548
Jiangsu-Gas_CCGT_RC-12033,1.0,7.02
Jiangsu-Gas_CCGT_SEA-11997,0.45,8.88978
Jiangsu-Gas_CCGT_SEA-11997,1.0,6.47
Jiangsu-Gas_Combustion_Turbine_RC-13141,0.4,11.03368
Jiangsu-Gas_Combustion_Turbine_RC-13141,1.0,9.76
Jiangxi-Coal_1000_OT-12189,0.4,8.471
Jiangxi-Coal_1000_OT-12189,1.0,7.88
Jiangxi-Coal_1000_OT-12207,0.4,8.471
Jiangxi-Coal_1000_OT-12207,1.0,7.88
Jiangxi-Coal_1000_RC-12197,0.4,8.471
Jiangxi-Coal_1000_RC-12197,1.0,7.88
Jiangxi-Coal_1000_RC-12215,0.4,8.471
Jiangxi-Coal_1000_RC-12215,1.0,7.88
Jiangxi-Coal_100_OT-ep-1342,0.4,9.81475
Jiangxi-Coal_100_OT-ep-1342,1.0,9.13
Jiangxi-Coal_100_RC-ep-1340,0.4,9.7395
Jiangxi-Coal_100_RC-ep-1340,1.0,9.06
Jiangxi-Coal_100_RC-ep-1341,0.4,9.7395
Jiangxi-Coal_100_RC-ep-1341,1.0,9.06
Jiangxi-Coal_300_OT-12193,0.4,9.589
Jiangxi-Coal_300_OT-12193,1.0,8.92
Jiangxi-Coal_300_OT-12211,0.4,9.589
Jiangxi-Coal_300_OT-12211,1.0,8.92
Jiangxi-Coal_300_RC-12201,0.4,9.589
Jiangxi-Coal_300_RC-12201,1.0,8.92
Jiangxi-Coal_300_RC-12219,0.4,9.589
Jiangxi-Coal_300_RC-12219,1.0,8.92
Jiangxi-Coal_600_OT-12191,0.4,9.08375
Jiangxi-Coal_600_OT-12191,1.0,8.45
Jiangxi-Coal_600_OT-12209,0.4,9.08375
Jiangxi-Coal_600_OT-12209,1.0,8.45
Jiangxi-Coal_600_RC-12199,0.4,9.08375
Jiangxi-Coal_600_RC-12199,1.0,8.45
Jiangxi-Coal_600_RC-12217,0.4,9.08375
Jiangxi-Coal_600_RC-12217,1.0,8.45
Jiangxi-Coal_IGCC_RC-12203,0.4,12.75715
Jiangxi-Coal_IGCC_RC-12203,1.0,8.89
Jiangxi-Coal_IGCC_RC-12221,0.4,12.75715
Jiangxi-Coal_IGCC_RC-12221,1.0,8.89
Jiangxi-Coal_Small_OT-ep-1344,0.4,10.3845
Jiangxi-Coal_Small_OT-ep-1344,1.0,9.66
Jiangxi-Coal_Small_RC-ep-1339,0.4,10.406
Jiangxi-Coal_Small_RC-ep-1339,1.0,9.68
Jiangxi-Coal_Small_RC-ep-1346,0.4,10.406
Jiangxi-Coal_Small_RC-ep-1346,1.0,9.68
Jiangxi-EP_Coal_1000_RC-ep-1310,0.4,8.2345
Jiangxi-EP_Coal_1000_RC-ep-1310,1.0,7.66
Jiangxi-EP_Coal_1000_RC-ep-3105,0.4,8.2345
Jiangxi-EP_Coal_1000_RC-ep-3105,1.0,7.66
Jiangxi-EP_Coal_1000_RC-ep-3106,0.4,8.2345
Jiangxi-EP_Coal_1000_RC-ep-3106,1.0,7.66
Jiangxi-EP_Coal_300_OT-ep-1328,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1328,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1329,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1329,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1330,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1330,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1331,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1331,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1332,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1332,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1333,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1333,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1337,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1337,1.0,8.53
Jiangxi-EP_Coal_300_OT-ep-1338,0.4,9.16975
Jiangxi-EP_Coal_300_OT-ep-1338,1.0,8.53
Jiangxi-EP_Coal_300_RC-ep-1326,0.4,9.16975
Jiangxi-EP_Coal_300_RC-ep-1326,1.0,8.53
Jiangxi-EP_Coal_300_RC-ep-1327,0.4,9.16975
Jiangxi-EP_Coal_300_RC-ep-1327,1.0,8.53
Jiangxi-EP_Coal_300_RC-ep-1334,0.4,9.16975
Jiangxi-EP_Coal_300_RC-ep-1334,1.0,8.53
Jiangxi-EP_Coal_300_RC-ep-1335,0.4,9.16975
Jiangxi-EP_Coal_300_RC-ep-1335,1.0,8.53
Jiangxi-EP_Coal_300_RC-ep-1336,0.4,9.16975
Jiangxi-EP_Coal_300_RC-ep-1336,1.0,8.53
Jiangxi-EP_Coal_600_OT-ep-1313,0.4,8.52475
Jiangxi-EP_Coal_600_OT-ep-1313,1.0,7.93
Jiangxi-EP_Coal_600_OT-ep-1314,0.4,8.52475
Jiangxi-EP_Coal_600_OT-ep-1314,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1311,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1311,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1312,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1312,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1315,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1315,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1316,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1316,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1317,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1317,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1318,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1318,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1319,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1319,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1320,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1320,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1321,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1321,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1322,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1322,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1323,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1323,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1324,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1324,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-1325,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-1325,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-3107,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-3107,1.0,7.93
Jiangxi-EP_Coal_600_RC-ep-3108,0.4,8.52475
Jiangxi-EP_Coal_600_RC-ep-3108,1.0,7.93
Jiangxi-EP_Gas_CCGT_RC-ep-1345,0.45,9.42564
Jiangxi-EP_Gas_CCGT_RC-ep-1345,1.0,6.86
Jiangxi-Gas_CCGT_OT-12195,0.45,8.88978
Jiangxi-Gas_CCGT_OT-12195,1.0,6.47
Jiangxi-Gas_CCGT_OT-12213,0.45,8.88978
Jiangxi-Gas_CCGT_OT-12213,1.0,6.47
Jiangxi-Gas_CCGT_RC-12205,0.45,9.64548
Jiangxi-Gas_CCGT_RC-12205,1.0,7.02
Jiangxi-Gas_CCGT_RC-12223,0.45,9.64548
Jiangxi-Gas_CCGT_RC-12223,1.0,7.02
Jiangxi-Gas_Combustion_Turbine_RC-13073,0.4,11.03368
Jiangxi-Gas_Combustion_Turbine_RC-13073,1.0,9.76
Jilin-Coal_1000_DRY-11697,0.4,8.9225
Jilin-Coal_1000_DRY-11697,1.0,8.3
Jilin-Coal_1000_DRY-11713,0.4,8.9225
Jilin-Coal_1000_DRY-11713,1.0,8.3
Jilin-Coal_1000_DRY-11729,0.4,8.9225
Jilin-Coal_1000_DRY-11729,1.0,8.3
Jilin-Coal_1000_DRY-11745,0.4,8.9225
Jilin-Coal_1000_DRY-11745,1.0,8.3
Jilin-Coal_1000_DRY-11761,0.4,8.9225
Jilin-Coal_1000_DRY-11761,1.0,8.3
Jilin-Coal_1000_DRY-11777,0.4,8.9225
Jilin-Coal_1000_DRY-11777,1.0,8.3
Jilin-Coal_1000_DRY-11793,0.4,8.9225
Jilin-Coal_1000_DRY-11793,1.0,8.3
Jilin-Coal_1000_DRY-11809,0.4,8.9225
Jilin-Coal_1000_DRY-11809,1.0,8.3
Jilin-Coal_1000_RC-11687,0.4,8.471
Jilin-Coal_1000_RC-11687,1.0,7.88
Jilin-Coal_1000_RC-11703,0.4,8.471
Jilin-Coal_1000_RC-11703,1.0,7.88
Jilin-Coal_1000_RC-11719,0.4,8.471
Jilin-Coal_1000_RC-11719,1.0,7.88
Jilin-Coal_1000_RC-11735,0.4,8.471
Jilin-Coal_1000_RC-11735,1.0,7.88
Jilin-Coal_1000_RC-11751,0.4,8.471
Jilin-Coal_1000_RC-11751,1.0,7.88
Jilin-Coal_1000_RC-11767,0.4,8.471
Jilin-Coal_1000_RC-11767,1.0,7.88
Jilin-Coal_1000_RC-11783,0.4,8.471
Jilin-Coal_1000_RC-11783,1.0,7.88
Jilin-Coal_1000_RC-11799,0.4,8.471
Jilin-Coal_1000_RC-11799,1.0,7.88
Jilin-Coal_100_OT-ep-697,0.4,9.81475
Jilin-Coal_100_OT-ep-697,1.0,9.13
Jilin-Coal_100_OT-ep-698,0.4,9.81475
Jilin-Coal_100_OT-ep-698,1.0,9.13
Jilin-Coal_100_OT-ep-706,0.4,9.81475
Jilin-Coal_100_OT-ep-706,1.0,9.13
Jilin-Coal_100_OT-ep-707,0.4,9.81475
Jilin-Coal_100_OT-ep-707,1.0,9.13
Jilin-Coal_100_OT-ep-708,0.4,9.81475
Jilin-Coal_100_OT-ep-708,1.0,9.13
Jilin-Coal_100_OT-ep-709,0.4,9.81475
Jilin-Coal_100_OT-ep-709,1.0,9.13
Jilin-Coal_100_RC-ep-693,0.4,9.7395
Jilin-Coal_100_RC-ep-693,1.0,9.06
Jilin-Coal_100_RC-ep-695,0.4,9.7395
Jilin-Coal_100_RC-ep-695,1.0,9.06
Jilin-Coal_100_RC-ep-696,0.4,9.7395
Jilin-Coal_100_RC-ep-696,1.0,9.06
Jilin-Coal_100_RC-ep-699,0.4,9.7395
Jilin-Coal_100_RC-ep-699,1.0,9.06
Jilin-Coal_100_RC-ep-700,0.4,9.7395
Jilin-Coal_100_RC-ep-700,1.0,9.06
Jilin-Coal_100_RC-ep-701,0.4,9.7395
Jilin-Coal_100_RC-ep-701,1.0,9.06
Jilin-Coal_100_RC-ep-702,0.4,9.7395
Jilin-Coal_100_RC-ep-702,1.0,9.06
Jilin-Coal_100_RC-ep-703,0.4,9.7395
Jilin-Coal_100_RC-ep-703,1.0,9.06
Jilin-Coal_100_RC-ep-704,0.4,9.7395
Jilin-Coal_100_RC-ep-704,1.0,9.06
Jilin-Coal_100_RC-ep-705,0.4,9.7395
Jilin-Coal_100_RC-ep-705,1.0,9.06
Jilin-Coal_100_RC-ep-711,0.4,9.7395
Jilin-Coal_100_RC-ep-711,1.0,9.06
Jilin-Coal_100_RC-ep-712,0.4,9.7395
Jilin-Coal_100_RC-ep-712,1.0,9.06
Jilin-Coal_100_RC-ep-713,0.4,9.7395
Jilin-Coal_100_RC-ep-713,1.0,9.06
Jilin-Coal_300_DRY-11701,0.4,10.07275
Jilin-Coal_300_DRY-11701,1.0,9.37
Jilin-Coal_300_DRY-11717,0.4,10.07275
Jilin-Coal_300_DRY-11717,1.0,9.37
Jilin-Coal_300_DRY-11733,0.4,10.07275
Jilin-Coal_300_DRY-11733,1.0,9.37
Jilin-Coal_300_DRY-11749,0.4,10.07275
Jilin-Coal_300_DRY-11749,1.0,9.37
Jilin-Coal_300_DRY-11765,0.4,10.07275
Jilin-Coal_300_DRY-11765,1.0,9.37
Jilin-Coal_300_DRY-11781,0.4,10.07275
Jilin-Coal_300_DRY-11781,1.0,9.37
Jilin-Coal_300_DRY-11797,0.4,10.07275
Jilin-Coal_300_DRY-11797,1.0,9.37
Jilin-Coal_300_DRY-11813,0.4,10.07275
Jilin-Coal_300_DRY-11813,1.0,9.37
Jilin-Coal_300_RC-11691,0.4,9.589
Jilin-Coal_300_RC-11691,1.0,8.92
Jilin-Coal_300_RC-11707,0.4,9.589
Jilin-Coal_300_RC-11707,1.0,8.92
Jilin-Coal_300_RC-11723,0.4,9.589
Jilin-Coal_300_RC-11723,1.0,8.92
Jilin-Coal_300_RC-11739,0.4,9.589
Jilin-Coal_300_RC-11739,1.0,8.92
Jilin-Coal_300_RC-11755,0.4,9.589
Jilin-Coal_300_RC-11755,1.0,8.92
Jilin-Coal_300_RC-11771,0.4,9.589
Jilin-Coal_300_RC-11771,1.0,8.92
Jilin-Coal_300_RC-11787,0.4,9.589
Jilin-Coal_300_RC-11787,1.0,8.92
Jilin-Coal_300_RC-11803,0.4,9.589
Jilin-Coal_300_RC-11803,1.0,8.92
Jilin-Coal_600_DRY-11699,0.4,9.6105
Jilin-Coal_600_DRY-11699,1.0,8.94
Jilin-Coal_600_DRY-11715,0.4,9.6105
Jilin-Coal_600_DRY-11715,1.0,8.94
Jilin-Coal_600_DRY-11731,0.4,9.6105
Jilin-Coal_600_DRY-11731,1.0,8.94
Jilin-Coal_600_DRY-11747,0.4,9.6105
Jilin-Coal_600_DRY-11747,1.0,8.94
Jilin-Coal_600_DRY-11763,0.4,9.6105
Jilin-Coal_600_DRY-11763,1.0,8.94
Jilin-Coal_600_DRY-11779,0.4,9.6105
Jilin-Coal_600_DRY-11779,1.0,8.94
Jilin-Coal_600_DRY-11795,0.4,9.6105
Jilin-Coal_600_DRY-11795,1.0,8.94
Jilin-Coal_600_DRY-11811,0.4,9.6105
Jilin-Coal_600_DRY-11811,1.0,8.94
Jilin-Coal_600_RC-11689,0.4,9.08375
Jilin-Coal_600_RC-11689,1.0,8.45
Jilin-Coal_600_RC-11705,0.4,9.08375
Jilin-Coal_600_RC-11705,1.0,8.45
Jilin-Coal_600_RC-11721,0.4,9.08375
Jilin-Coal_600_RC-11721,1.0,8.45
Jilin-Coal_600_RC-11737,0.4,9.08375
Jilin-Coal_600_RC-11737,1.0,8.45
Jilin-Coal_600_RC-11753,0.4,9.08375
Jilin-Coal_600_RC-11753,1.0,8.45
Jilin-Coal_600_RC-11769,0.4,9.08375
Jilin-Coal_600_RC-11769,1.0,8.45
Jilin-Coal_600_RC-11785,0.4,9.08375
Jilin-Coal_600_RC-11785,1.0,8.45
Jilin-Coal_600_RC-11801,0.4,9.08375
Jilin-Coal_600_RC-11801,1.0,8.45
Jilin-Coal_IGCC_RC-11693,0.4,12.75715
Jilin-Coal_IGCC_RC-11693,1.0,8.89
Jilin-Coal_IGCC_RC-11709,0.4,12.75715
Jilin-Coal_IGCC_RC-11709,1.0,8.89
Jilin-Coal_IGCC_RC-11725,0.4,12.75715
Jilin-Coal_IGCC_RC-11725,1.0,8.89
Jilin-Coal_IGCC_RC-11741,0.4,12.75715
Jilin-Coal_IGCC_RC-11741,1.0,8.89
Jilin-Coal_IGCC_RC-11757,0.4,12.75715
Jilin-Coal_IGCC_RC-11757,1.0,8.89
Jilin-Coal_IGCC_RC-11773,0.4,12.75715
Jilin-Coal_IGCC_RC-11773,1.0,8.89
Jilin-Coal_IGCC_RC-11789,0.4,12.75715
