gen_cost_scenario_id,technology_id,technology,year,overnight_cost,fixed_o_m,variable_o_m
28,202,Coal_600_RC,2012,525714,5257,3.00
28,202,Coal_600_RC,2013,525714,5257,3.00
28,202,Coal_600_RC,2014,525714,5257,3.00
28,202,Coal_600_RC,2015,525714,5257,3.00
28,202,Coal_600_RC,2016,525714,5257,3.00
28,202,Coal_600_RC,2017,525714,5257,3.00
28,202,Coal_600_RC,2018,525714,5257,3.00
28,202,Coal_600_RC,2019,525714,5257,3.00
28,203,Coal_600_DRY,2010,574286,5743,3.00
28,203,Coal_600_DRY,2011,574286,5743,3.00
28,203,Coal_600_DRY,2012,574286,5743,3.00
28,203,Coal_600_DRY,2013,574286,5743,3.00
28,203,Coal_600_DRY,2014,574286,5743,3.00
28,203,Coal_600_DRY,2015,574286,5743,3.00
28,203,Coal_600_DRY,2016,574286,5743,3.00
28,203,Coal_600_DRY,2017,574286,5743,3.00
28,203,Coal_600_DRY,2018,574286,5743,3.00
28,203,Coal_600_DRY,2019,574286,5743,3.00
28,204,Coal_600_SEA,2010,470000,4700,3.00
28,204,Coal_600_SEA,2011,470000,4700,3.00
28,204,Coal_600_SEA,2012,470000,4700,3.00
28,204,Coal_600_SEA,2013,470000,4700,3.00
28,204,Coal_600_SEA,2014,470000,4700,3.00
28,204,Coal_600_SEA,2015,470000,4700,3.00
28,204,Coal_600_SEA,2016,470000,4700,3.00
28,204,Coal_600_SEA,2017,470000,4700,3.00
28,204,Coal_600_SEA,2018,470000,4700,3.00
28,204,Coal_600_SEA,2019,470000,4700,3.00
28,301,Coal_300_OT,2010,604286,6043,3.00
28,301,Coal_300_OT,2011,604286,6043,3.00
28,301,Coal_300_OT,2012,604286,6043,3.00
28,301,Coal_300_OT,2013,604286,6043,3.00
28,301,Coal_300_OT,2014,604286,6043,3.00
28,301,Coal_300_OT,2015,604286,6043,3.00
28,301,Coal_300_OT,2016,604286,6043,3.00
28,301,Coal_300_OT,2017,604286,6043,3.00
28,301,Coal_300_OT,2018,604286,6043,3.00
28,301,Coal_300_OT,2019,604286,6043,3.00
28,303,Coal_300_DRY,2018,631429,6314,3.00
28,303,Coal_300_DRY,2019,631429,6314,3.00
28,304,Coal_300_SEA,2010,604286,6043,3.00
28,304,Coal_300_SEA,2011,604286,6043,3.00
28,304,Coal_300_SEA,2012,604286,6043,3.00
28,304,Coal_300_SEA,2013,604286,6043,3.00
28,304,Coal_300_SEA,2014,604286,6043,3.00
28,304,Coal_300_SEA,2015,604286,6043,3.00
28,304,Coal_300_SEA,2016,604286,6043,3.00
28,304,Coal_300_SEA,2017,604286,6043,3.00
28,304,Coal_300_SEA,2018,604286,6043,3.00
28,304,Coal_300_SEA,2019,604286,6043,3.00
28,402,Coal_100_RC,2016,774286,7743,3.00
28,402,Coal_100_RC,2017,774286,7743,3.00
28,402,Coal_100_RC,2018,774286,7743,3.00
28,402,Coal_100_RC,2019,774286,7743,3.00
28,403,Coal_100_DRY,2010,825714,8257,3.00
28,403,Coal_100_DRY,2011,825714,8257,3.00
28,403,Coal_100_DRY,2012,825714,8257,3.00
28,403,Coal_100_DRY,2013,825714,8257,3.00
28,403,Coal_100_DRY,2014,825714,8257,3.00
28,403,Coal_100_DRY,2015,825714,8257,3.00
28,403,Coal_100_DRY,2016,825714,8257,3.00
28,403,Coal_100_DRY,2017,825714,8257,3.00
28,403,Coal_100_DRY,2018,825714,8257,3.00
28,403,Coal_100_DRY,2019,825714,8257,3.00
28,404,Coal_100_SEA,2010,774286,7743,3.00
28,404,Coal_100_SEA,2011,774286,7743,3.00
28,404,Coal_100_SEA,2012,774286,7743,3.00
28,404,Coal_100_SEA,2013,774286,7743,3.00
28,404,Coal_100_SEA,2014,774286,7743,3.00
28,404,Coal_100_SEA,2015,774286,7743,3.00
28,404,Coal_100_SEA,2016,774286,7743,3.00
28,404,Coal_100_SEA,2017,774286,7743,3.00
28,404,Coal_100_SEA,2018,774286,7743,3.00
28,404,Coal_100_SEA,2019,774286,7743,3.00
28,501,Coal_Small_OT,2010,774286,7743,3.00
28,501,Coal_Small_OT,2011,774286,7743,3.00
28,501,Coal_Small_OT,2012,774286,7743,3.00
28,501,Coal_Small_OT,2013,774286,7743,3.00
28,501,Coal_Small_OT,2014,774286,7743,3.00
28,501,Coal_Small_OT,2015,774286,7743,3.00
28,501,Coal_Small_OT,2016,774286,7743,3.00
28,501,Coal_Small_OT,2017,774286,7743,3.00
28,501,Coal_Small_OT,2018,774286,7743,3.00
28,501,Coal_Small_OT,2019,774286,7743,3.00
28,502,Coal_Small_RC,2010,774286,7743,3.00
28,502,Coal_Small_RC,2011,774286,7743,3.00
28,502,Coal_Small_RC,2012,774286,7743,3.00
28,502,Coal_Small_RC,2013,774286,7743,3.00
28,502,Coal_Small_RC,2014,774286,7743,3.00
28,502,Coal_Small_RC,2015,774286,7743,3.00
28,502,Coal_Small_RC,2016,774286,7743,3.00
28,502,Coal_Small_RC,2017,774286,7743,3.00
28,502,Coal_Small_RC,2018,774286,7743,3.00
28,502,Coal_Small_RC,2019,774286,7743,3.00
28,503,Coal_Small_DRY,2010,825714,8257,3.00
28,503,Coal_Small_DRY,2011,825714,8257,3.00
28,503,Coal_Small_DRY,2012,825714,8257,3.00
28,503,Coal_Small_DRY,2013,825714,8257,3.00
28,503,Coal_Small_DRY,2014,825714,8257,3.00
28,503,Coal_Small_DRY,2015,825714,8257,3.00
28,503,Coal_Small_DRY,2016,825714,8257,3.00
28,503,Coal_Small_DRY,2017,825714,8257,3.00
28,503,Coal_Small_DRY,2018,825714,8257,3.00
28,503,Coal_Small_DRY,2019,825714,8257,3.00
28,503,Coal_Small_DRY,2041,825714,8257,5.00
28,101,Coal_1000_OT,2010,534286,5343,3.00
28,101,Coal_1000_OT,2011,534286,5343,3.00
28,101,Coal_1000_OT,2012,534286,5343,3.00
28,101,Coal_1000_OT,2013,534286,5343,3.00
28,101,Coal_1000_OT,2014,534286,5343,3.00
28,101,Coal_1000_OT,2015,534286,5343,3.00
28,101,Coal_1000_OT,2016,534286,5343,3.00
28,101,Coal_1000_OT,2017,534286,5343,3.00
28,303,Coal_300_DRY,2011,631429,6314,3.00
28,303,Coal_300_DRY,2012,631429,6314,3.00
28,303,Coal_300_DRY,2013,631429,6314,3.00
28,303,Coal_300_DRY,2014,631429,6314,3.00
28,303,Coal_300_DRY,2015,631429,6314,3.00
28,303,Coal_300_DRY,2016,631429,6314,3.00
28,303,Coal_300_DRY,2017,631429,6314,3.00
28,101,Coal_1000_OT,2018,534286,5343,3.00
28,101,Coal_1000_OT,2019,534286,5343,3.00
28,102,Coal_1000_RC,2010,534286,5343,3.00
28,102,Coal_1000_RC,2011,534286,5343,3.00
28,102,Coal_1000_RC,2012,534286,5343,3.00
28,102,Coal_1000_RC,2013,534286,5343,3.00
28,102,Coal_1000_RC,2014,534286,5343,3.00
28,102,Coal_1000_RC,2015,534286,5343,3.00
28,102,Coal_1000_RC,2016,534286,5343,3.00
28,102,Coal_1000_RC,2017,534286,5343,3.00
28,102,Coal_1000_RC,2018,534286,5343,3.00
28,102,Coal_1000_RC,2019,534286,5343,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2010,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2011,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2012,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2013,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2014,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2015,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2016,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2017,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2018,1600000,16000,3.00
28,33,Bio_Solid_Steam_Turbine_Cogen_EP,2019,1600000,16000,3.00
28,56,Geothermal_EP,2053,2260000,22600,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2010,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2011,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2012,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2013,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2014,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2015,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2016,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2017,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2018,1700000,17000,0.00
28,34,Bio_Solid_Steam_Turbine_EP,2019,1700000,17000,0.00
28,56,Geothermal_EP,2010,2260000,22600,2.00
28,56,Geothermal_EP,2011,2260000,22600,2.00
28,56,Geothermal_EP,2012,2260000,22600,2.00
28,56,Geothermal_EP,2013,2260000,22600,2.00
28,56,Geothermal_EP,2014,2260000,22600,2.00
28,56,Geothermal_EP,2015,2260000,22600,2.00
28,56,Geothermal_EP,2016,2260000,22600,2.00
28,56,Geothermal_EP,2017,2260000,22600,2.00
28,56,Geothermal_EP,2018,2260000,22600,2.00
28,56,Geothermal_EP,2019,2260000,22600,2.00
28,65,Wind_EP,2010,1200000,12000,0.00
28,65,Wind_EP,2011,1200000,12000,0.00
28,65,Wind_EP,2012,1200000,12000,0.00
28,65,Wind_EP,2013,1200000,12000,0.00
28,65,Wind_EP,2014,1200000,12000,0.00
28,65,Wind_EP,2015,1200000,12000,0.00
28,65,Wind_EP,2016,1200000,12000,0.00
28,65,Wind_EP,2017,1200000,12000,0.00
28,65,Wind_EP,2018,1200000,12000,0.00
28,65,Wind_EP,2019,1200000,12000,0.00
28,25,Battery_Storage,2050,1200000,12000,0.00
28,25,Battery_Storage,2051,1200000,12000,0.00
28,25,Battery_Storage,2052,1200000,12000,0.00
28,25,Battery_Storage,2053,1200000,12000,0.00
28,25,Battery_Storage,2054,1200000,12000,0.00
28,25,Battery_Storage,2055,1200000,12000,0.00
28,25,Battery_Storage,2056,1200000,12000,0.00
28,25,Battery_Storage,2057,1200000,12000,0.00
28,25,Battery_Storage,2058,1200000,12000,0.00
28,25,Battery_Storage,2059,1200000,12000,0.00
28,25,Battery_Storage,2060,1200000,12000,0.00
28,31,Bio_Gas_Steam_Turbine_EP,2010,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2011,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2012,1640000,16400,0.10
28,302,Coal_300_RC,2010,604286,6043,3.00
28,302,Coal_300_RC,2011,604286,6043,3.00
28,302,Coal_300_RC,2012,604286,6043,3.00
28,302,Coal_300_RC,2013,604286,6043,3.00
28,302,Coal_300_RC,2014,604286,6043,3.00
28,302,Coal_300_RC,2015,604286,6043,3.00
28,302,Coal_300_RC,2016,604286,6043,3.00
28,302,Coal_300_RC,2017,604286,6043,3.00
28,302,Coal_300_RC,2018,604286,6043,3.00
28,302,Coal_300_RC,2019,604286,6043,3.00
28,401,Coal_100_OT,2010,774286,7743,3.00
28,401,Coal_100_OT,2011,774286,7743,3.00
28,401,Coal_100_OT,2012,774286,7743,3.00
28,401,Coal_100_OT,2013,774286,7743,3.00
28,401,Coal_100_OT,2014,774286,7743,3.00
28,401,Coal_100_OT,2015,774286,7743,3.00
28,401,Coal_100_OT,2016,774286,7743,3.00
28,402,Coal_100_RC,2010,774286,7743,3.00
28,402,Coal_100_RC,2011,774286,7743,3.00
28,402,Coal_100_RC,2012,774286,7743,3.00
28,402,Coal_100_RC,2013,774286,7743,3.00
28,402,Coal_100_RC,2014,774286,7743,3.00
28,402,Coal_100_RC,2015,774286,7743,3.00
28,10,Biomass_IGCC,2010,2000000,20000,2.60
28,10,Biomass_IGCC,2011,2000000,20000,2.60
28,10,Biomass_IGCC,2012,2000000,20000,2.60
28,10,Biomass_IGCC,2013,2000000,20000,2.60
28,10,Biomass_IGCC,2014,2000000,20000,2.60
28,10,Biomass_IGCC,2015,2000000,20000,2.60
28,10,Biomass_IGCC,2016,2000000,20000,2.60
28,10,Biomass_IGCC,2017,2000000,20000,2.60
28,10,Biomass_IGCC,2018,2000000,20000,2.60
28,10,Biomass_IGCC,2019,2000000,20000,2.60
28,1902,CSP_Trough_6h_Storage_DRY,2060,3600000,36000,0.00
28,31,Bio_Gas_Steam_Turbine_EP,2013,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2014,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2015,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2016,1640000,16400,0.10
28,31,Bio_Gas_Steam_Turbine_EP,2017,1640000,16400,0.10
28,65,Wind_EP,2055,1200000,12000,0.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2010,1600000,16000,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2011,1589760,15898,3.00
28,69,Bio_Liquid_Steam_Turbine_Cogen,2012,1579586,15796,3.00
28,1902,CSP_Trough_6h_Storage_DRY,2013,5934209,59342,0.00
28,70,Bio_Solid_Steam_Turbine_Cogen,2019,1510164,15102,3.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2010,1700000,17000,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2011,1678920,16789,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2012,1658101,16581,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2013,1637541,16375,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2014,1617235,16172,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2015,1597182,15972,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2016,1577377,15774,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2017,1557817,15578,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2018,1538500,15385,0.00
28,79,Bio_Solid_Steam_Turbine_Cogen_CCS,2019,1519423,15194,0.00
28,85,Nuclear_SMR,2015,3600000,36000,2.50
28,85,Nuclear_SMR,2016,3600000,36000,2.50
28,85,Nuclear_SMR,2017,3600000,36000,2.50
28,85,Nuclear_SMR,2018,3600000,36000,2.50
28,85,Nuclear_SMR,2019,3600000,36000,2.50
28,803,Gas_CCGT_SEA,2018,640000,6400,1.70
28,802,Gas_CCGT_RC,2018,640000,6400,1.70
28,801,Gas_CCGT_OT,2018,640000,6400,1.70
28,803,Gas_CCGT_SEA,2017,640000,6400,1.70
28,802,Gas_CCGT_RC,2017,640000,6400,1.70
28,801,Gas_CCGT_OT,2017,640000,6400,1.70
28,803,Gas_CCGT_SEA,2016,640000,6400,1.70
28,802,Gas_CCGT_RC,2016,640000,6400,1.70
28,801,Gas_CCGT_OT,2016,640000,6400,1.70
28,803,Gas_CCGT_SEA,2015,640000,6400,1.70
28,802,Gas_CCGT_RC,2015,640000,6400,1.70
28,801,Gas_CCGT_OT,2015,640000,6400,1.70
28,803,Gas_CCGT_SEA,2014,640000,6400,1.70
28,802,Gas_CCGT_RC,2014,640000,6400,1.70
28,801,Gas_CCGT_OT,2014,640000,6400,1.70
28,803,Gas_CCGT_SEA,2013,640000,6400,1.70
28,802,Gas_CCGT_RC,2013,640000,6400,1.70
28,801,Gas_CCGT_OT,2013,640000,6400,1.70
28,803,Gas_CCGT_SEA,2012,640000,6400,1.70
28,802,Gas_CCGT_RC,2012,640000,6400,1.70
28,801,Gas_CCGT_OT,2012,640000,6400,1.70
28,803,Gas_CCGT_SEA,2011,640000,6400,1.70
28,802,Gas_CCGT_RC,2011,640000,6400,1.70
28,801,Gas_CCGT_OT,2011,640000,6400,1.70
28,85,Nuclear_SMR,2010,3600000,36000,2.50
28,85,Nuclear_SMR,2011,3600000,36000,2.50
28,85,Nuclear_SMR,2012,3600000,36000,2.50
28,85,Nuclear_SMR,2013,3600000,36000,2.50
28,85,Nuclear_SMR,2014,3600000,36000,2.50
28,107,Coal_1000_DRY_CCS,2015,722186,7222,3.00
28,701,Gas_Combustion_Turbine_RC,2019,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2018,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2017,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2016,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2015,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2014,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2013,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2012,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2011,460000,4600,3.00
28,701,Gas_Combustion_Turbine_RC,2010,460000,4600,3.00
28,106,Coal_1000_RC_CCS,2010,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2011,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2012,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2013,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2014,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2015,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2016,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2017,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2018,657172,6572,3.00
28,106,Coal_1000_RC_CCS,2019,657172,6572,3.00
28,205,Coal_600_OT_CCS,2010,578100,5781,3.00
28,205,Coal_600_OT_CCS,2011,578100,5781,3.00
28,205,Coal_600_OT_CCS,2012,578100,5781,3.00
28,205,Coal_600_OT_CCS,2013,578100,5781,3.00
28,205,Coal_600_OT_CCS,2014,578100,5781,3.00
28,205,Coal_600_OT_CCS,2015,578100,5781,3.00
28,205,Coal_600_OT_CCS,2016,578100,5781,3.00
28,602,Coal_IGCC_RC_CCS,2010,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2010,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2010,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2010,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2011,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2011,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2011,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2011,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2012,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2012,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2012,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2012,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2013,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2013,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2013,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2013,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2014,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2014,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2014,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2014,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2015,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2015,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2015,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2015,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2016,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2016,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2016,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2016,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2017,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2017,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2017,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2017,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2018,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2018,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2018,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2018,729600,7296,1.70
28,602,Coal_IGCC_RC_CCS,2019,1710000,17100,3.00
28,804,Gas_CCGT_OT_CCS,2019,729600,7296,1.70
28,805,Gas_CCGT_RC_CCS,2019,729600,7296,1.70
28,806,Gas_CCGT_SEA_CCS,2019,729600,7296,1.70
28,1901,CSP_Trough_6h_Storage_RC,2013,5934209,59342,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2012,6117111,61171,0.00
28,1901,CSP_Trough_6h_Storage_RC,2012,6117111,61171,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2011,6305650,63057,0.00
28,1901,CSP_Trough_6h_Storage_RC,2011,6305650,63057,0.00
28,1901,CSP_Trough_6h_Storage_RC,2039,4018369,40184,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2038,4038156,40382,0.00
28,1901,CSP_Trough_6h_Storage_RC,2038,4038156,40382,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2037,4058040,40580,0.00
28,1901,CSP_Trough_6h_Storage_RC,2037,4058040,40580,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2036,4078023,40780,0.00
28,1901,CSP_Trough_6h_Storage_RC,2036,4078023,40780,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2035,4098103,40981,0.00
28,1901,CSP_Trough_6h_Storage_RC,2035,4098103,40981,0.00
28,1902,CSP_Trough_6h_Storage_DRY,2034,4118283,41183,0.00
28,1901,CSP_Trough_6h_Storage_RC,2034,4118283,41183,0.00
28,15,Residential_PV,2032,2279805,22798,0.00
28,15,Residential_PV,2033,2269773,22698,0.00
28,15,Residential_PV,2034,2259786,22598,0.00
28,15,Residential_PV,2035,2249843,22498,0.00
28,15,Residential_PV,2036,2239944,22399,0.00
28,15,Residential_PV,2037,2230088,22301,0.00
28,15,Residential_PV,2038,2220276,22203,0.00
28,15,Residential_PV,2039,2210507,22105,0.00
28,15,Residential_PV,2040,2200000,22000,0.00
28,15,Residential_PV,2041,2189880,21899,0.00
28,15,Residential_PV,2042,2179807,21798,0.00
28,15,Residential_PV,2043,2169779,21698,0.00
28,15,Residential_PV,2044,2159798,21598,0.00
28,15,Residential_PV,2045,2149863,21499,0.00
28,15,Residential_PV,2046,2139974,21400,0.00
28,15,Residential_PV,2047,2130130,21301,0.00
28,15,Residential_PV,2048,2120332,21203,0.00
28,15,Residential_PV,2049,2110578,21106,0.00
28,15,Residential_PV,2050,2100000,21000,0.00
28,15,Residential_PV,2051,2100000,21000,0.00
28,15,Residential_PV,2052,2100000,21000,0.00
28,15,Residential_PV,2053,2100000,21000,0.00
28,15,Residential_PV,2054,2100000,21000,0.00
28,15,Residential_PV,2055,2100000,21000,0.00
28,15,Residential_PV,2056,2100000,21000,0.00
28,15,Residential_PV,2057,2100000,21000,0.00
28,15,Residential_PV,2058,2100000,21000,0.00
28,15,Residential_PV,2059,2100000,21000,0.00
28,15,Residential_PV,2060,2100000,21000,0.00
28,16,Commercial_PV,2010,2500000,25000,0.00
28,16,Commercial_PV,2011,2375500,23755,0.00
28,16,Commercial_PV,2012,2257200,22572,0.00
28,16,Commercial_PV,2013,2144792,21448,0.00
28,16,Commercial_PV,2014,2037981,20380,0.00
28,16,Commercial_PV,2015,1936489,19365,0.00
28,16,Commercial_PV,2016,1840052,18401,0.00
28,16,Commercial_PV,2017,1748418,17484,0.00
28,16,Commercial_PV,2018,1661346,16613,0.00
28,16,Commercial_PV,2019,1578611,15786,0.00
28,16,Commercial_PV,2020,1500000,15000,0.00
28,16,Commercial_PV,2021,1500000,15000,0.00
28,16,Commercial_PV,2022,1500000,15000,0.00
28,16,Commercial_PV,2023,1500000,15000,0.00
28,16,Commercial_PV,2024,1500000,15000,0.00
28,16,Commercial_PV,2025,1500000,15000,0.00
28,16,Commercial_PV,2026,1500000,15000,0.00
28,16,Commercial_PV,2027,1500000,15000,0.00
28,16,Commercial_PV,2028,1500000,15000,0.00
28,16,Commercial_PV,2029,1500000,15000,0.00
28,16,Commercial_PV,2030,1500000,15000,0.00
28,16,Commercial_PV,2031,1500000,15000,0.00
28,16,Commercial_PV,2032,1500000,15000,0.00
28,16,Commercial_PV,2033,1500000,15000,0.00
28,16,Commercial_PV,2034,1500000,15000,0.00
28,16,Commercial_PV,2035,1500000,15000,0.00
28,16,Commercial_PV,2036,1500000,15000,0.00
28,16,Commercial_PV,2037,1500000,15000,0.00
28,16,Commercial_PV,2038,1500000,15000,0.00
28,16,Commercial_PV,2039,1500000,15000,0.00
28,16,Commercial_PV,2040,1500000,15000,0.00
28,16,Commercial_PV,2041,1500000,15000,0.00
28,16,Commercial_PV,2042,1500000,15000,0.00
28,16,Commercial_PV,2043,1500000,15000,0.00
28,16,Commercial_PV,2044,1500000,15000,0.00
28,16,Commercial_PV,2045,1500000,15000,0.00
28,16,Commercial_PV,2046,1500000,15000,0.00
28,16,Commercial_PV,2047,1500000,15000,0.00
28,16,Commercial_PV,2048,1500000,15000,0.00
28,16,Commercial_PV,2049,1500000,15000,0.00
28,16,Commercial_PV,2050,1500000,15000,0.00
28,16,Commercial_PV,2051,1500000,15000,0.00
28,16,Commercial_PV,2052,1500000,15000,0.00
28,16,Commercial_PV,2053,1500000,15000,0.00
28,16,Commercial_PV,2054,1500000,15000,0.00
28,16,Commercial_PV,2055,1500000,15000,0.00
28,16,Commercial_PV,2056,1500000,15000,0.00
28,16,Commercial_PV,2057,1500000,15000,0.00
28,16,Commercial_PV,2058,1500000,15000,0.00
28,16,Commercial_PV,2059,1500000,15000,0.00
28,16,Commercial_PV,2060,1500000,15000,0.00
28,17,Central_PV,2010,2200000,22000,0.00
28,17,Central_PV,2011,2070640,20706,0.00
28,17,Central_PV,2012,1948886,19489,0.00
28,17,Central_PV,2013,1834292,18343,0.00
28,17,Central_PV,2014,1726435,17264,0.00
28,17,Central_PV,2015,1624921,16249,0.00
28,17,Central_PV,2016,1529376,15294,0.00
28,17,Central_PV,2017,1439448,14394,0.00
28,17,Central_PV,2018,1354809,13548,0.00
28,17,Central_PV,2019,1275146,12751,0.00
28,17,Central_PV,2020,1200000,12000,0.00
28,17,Central_PV,2021,1200000,12000,0.00
28,17,Central_PV,2022,1200000,12000,0.00
28,17,Central_PV,2023,1200000,12000,0.00
28,17,Central_PV,2024,1200000,12000,0.00
28,17,Central_PV,2025,1200000,12000,0.00
28,17,Central_PV,2026,1200000,12000,0.00
28,17,Central_PV,2027,1200000,12000,0.00
28,17,Central_PV,2028,1200000,12000,0.00
28,17,Central_PV,2029,1200000,12000,0.00
28,17,Central_PV,2030,1200000,12000,0.00
28,17,Central_PV,2031,1200000,12000,0.00
28,17,Central_PV,2032,1200000,12000,0.00
28,17,Central_PV,2033,1200000,12000,0.00
28,17,Central_PV,2034,1200000,12000,0.00
28,17,Central_PV,2035,1200000,12000,0.00
28,17,Central_PV,2036,1200000,12000,0.00
28,17,Central_PV,2037,1200000,12000,0.00
28,17,Central_PV,2038,1200000,12000,0.00
28,17,Central_PV,2039,1200000,12000,0.00
28,17,Central_PV,2040,1200000,12000,0.00
28,17,Central_PV,2041,1200000,12000,0.00
28,17,Central_PV,2042,1200000,12000,0.00
28,17,Central_PV,2043,1200000,12000,0.00
28,17,Central_PV,2044,1200000,12000,0.00
28,17,Central_PV,2045,1200000,12000,0.00
28,17,Central_PV,2046,1200000,12000,0.00
28,17,Central_PV,2047,1200000,12000,0.00
28,17,Central_PV,2048,1200000,12000,0.00
28,17,Central_PV,2049,1200000,12000,0.00
28,20,Wind,2027,1115044,11150,0.00
28,20,Wind,2028,1110138,11101,0.00
